start	end	text
500440	510200	このプラットフォームで公開開発している時はこのツールがそれを担っている そのツールのコマンドをうまいこと叩けばSBOMに近いものが出てくる
510200	518160	で それを監査チームや脆弱性対策チームが見やすい形に成形してあげて ようやくSBOMが得られる
518160	528000	で その情報が どんどん開発していけば同時に変わっていくものなので 定期的に出力し直してあげたりとか
528000	537360	そういった作業が必要なのでそのための自動化を組んであげたりとか そこまでやらないとSBOM管理ができなかったっていうところがあって
537360	552920	先ほど言った優勝ソフトウェアっていうのはどんな開発プラットフォームであっても まとめて同じようにウェブUI上で一覧表としてSBOMが見れますよというソフトウェアのライセンスの話ですね
552920	564400	そういった世界だったのでプラットフォームに依存なく同じようなSBOMが出せるということに価値があって そこでマネタイズされていた世界だったんですけれども
564400	573040	そこをGitHubもできますよ それを無償で出しますよと言っているという話になります
573040	575440	はい
575440	580560	30の意味ぐらいでどんびきなんですけど
580560	587400	そうですね まずハードウェア側の人間からしたらなかったんかいそれっていう感じ
587400	592960	そうそうそうなんです 実はなかったんですよ
592960	607640	自分が何用の素材を使って料理してるのかわかんねーような状態 これは塩なのか砂糖なのか本当に舐めてみないとわかんないような状態で料理にぶち込んでるみたいな感じで
607640	610000	どんびきですねという感じです
610000	617960	それを言われてしまうと一ソフトウェアとしてはもう あのはいそうですってもう目を逸らしたくなることを浮き上げなんですけど
617960	627240	まあでそこを年間100万円ぐらいかけてればまあこれは塩ですこれは 砂糖ですというラベルがついてたんですけどという話で
627240	631960	まあそこにマネタイズがあったというのはまあわからんでもない話ですけど
631960	639720	そうですねまあそこから無料になるってことは激進が走るというのはまあ確かにわかる話
639720	646240	でまあ そうですね良い未来としてはこれが真に使いやすくて
646240	655960	みんなが使ってくれれば贅沢性の対応 コストがすごく下がるので全体として
655960	663160	そのセキュリティに対する強度が上がる っていうのは
663160	667840	すごくいいことだなと思います
667840	679600	そうですねあのさっき1点目のところについてイメージを深めるために同じような ユースケースを話そうですねまあ回路とかハードウェアの部品で
679600	686440	部品を買ってるもとからちょっとそのロット問題あったからちょっとそのロットで 組み込んだやつ
686440	696200	チェックしてあのリコールしないとまずいわってなるとするじゃないですかはい まあ当たり前ですけどハードウェアの世界はきっちり管理されてるんで
696200	704280	あのボムを見に行って検索かければ一発で大体リストが出てきてあこのロットが 改造しそうですねって言って
704280	710760	まあ数時間もあればあの100%網羅しきれるかなと思うんですけど
711520	722440	従来のソフトウェア開発ですよねそのオープンソフトウェアに問題があったらしいぞって なるとまずは全社に通達が出てで各人が自分のプロジェクトでは問題ないの
722440	730800	かっていうのをマネージャーから突っつかれてですね へえじゃあ今からそのボムを入手する方法を調べますねっていう話をして
730800	739840	ねえそこからツールの使い方とか自分が感知しているプロジェクト範囲なんだっけ っていうリストアップをしてまあ1週間後に分かったらいいかなって感じになって
739840	742000	いる
742000	754680	まあ文化ですねという感じでまあまああのなんだろうなアップデートがすごく早いから 管理コストが高くなるかもっていうのはまあ外から見てるとわからんでもない
754680	762000	ですけどいやまあでもリストぐらい作っとけよって あの感じですねおっしゃる通りです
762000	765800	で3つ目なんですけど うーん
765800	773360	これで本当に網羅性があるのかどうかっていうのがちょっと不不不安やなと言えないし はあって
773360	780200	こいつがちゃんと本当に8 マイナーアップデートまでつかめるのかどうか
780200	791360	んで管理しきれるのかどうかなんだろうなんかちょっとしあの 素上なんだ素上の良くないソフトウェアだったバージョン一緒であの
791360	798680	サイレントアップデートしたととかやられるとめちゃくちゃ困ると思うんですけどそこら 辺どうなんですかねというとこですね
798680	808040	ヘイトおっしゃってることは100%正しいです あの s ボムの世界で一番今苦戦しているのはまさしくそこで s ボムの信用度が
808040	815440	足りないっていう oss 自体がそもそも信用度が低いというか誰かが責任を持って保証して
815440	822800	くれているものでないのにそのリストアップに保証ができるのかという問題は常々 あるのと
822800	832640	先ほど言った通り開発プラットフォームによってこういう風なツールを使ってそういう ライブラリーの関係を解決するというのが一般的ではありますけれども
832640	837600	当然そういう方法以外にもインポートできちゃうわけですよ はい
837600	848080	なのでじゃあそこまで含めた s ボムを共通に出せるのかというともちろん 先ほどの有料の方も含めて出せない
848080	854400	そのカスタムなライブラリーインポートは想定してないから なので
854400	869120	モーラー性100%にはならないっていうのが現実あります まあそうすると難しいですねまぁまぁまぁだいたいのメインというかその
869120	877280	上層レイヤーの ツールというか部品についてはまぁこれで多少なりとも楽になるけど
877280	885520	本当の細かいところについてはもしかしたらキャッチアップしきれない可能性がある という感じですかね
885520	891400	まあ その辺は費用対効果になってくるんですけど逆にそれでキャッチアップできないくらい
891400	900320	マニアックなソフトウェアって攻撃対象の基盤として使われるのかと言われたらその リスクが低いわけですよね
900320	909680	まあそれはありますけど あのその状態のソフトウェアが組み込まれているかどうかを検出するのが逆に
909680	914400	難しいので その攻撃する側が
916120	918920	なので あの
918920	929040	こういうツールで出てこないものは攻撃リスクも低いっていう まあ一応関係性としてはなりたたなくもないので
929040	935520	まあ費用対効果で目をつぶってもみたいな そういうちょっとグレーな領域がありますね
935520	942240	それ 真かなっていうのはマネージメントがちゃんとしていれば大丈夫だと思いますけど
942240	953200	頻度が低くても重大度が高い クリティカルイベントになる可能性があったらそこはちゃんと手をつけないといけないなっていう気はしますけど
953200	957560	まあまあそこはプロジェクト次第だと思うんで
957560	964000	まあよくあるのはねレガシーなやつですよ 開発が止まってサーバーも止まって
964000	978600	あの一般的なパッケージサーバーに置かれてなくてどこかの個人サーバーだったりとか あの古いアパッチ系のパッケージサーバーとかにちらっと残ってるやつに依存し続けてて
978600	989360	誰もそれを直せないみたいなやつ 意外とそういうのがなんかあのよくわかんない重要な施設とかにポーンって放り込まれてたりする
989360	997600	そうそうそう意外とあるんでね 漏れると結構波及するみたいな
997600	1004960	だからまあマネージャーとしてよく聞くのは レガシーなその技術的不細の脱却プラン
1004960	1011760	いつそういうのから手離れして新しく再構築できる余地があるのかっていう 話をするんだけど
1011760	1020640	そういうものを使わざるを得なくなっているプロジェクトで大体ビジネス的にはその 金のなる木から負け犬の方に移り出している段階
1020640	1026720	もう稼げなくなりつつあるビジネスモデルであることが多いから まあ投資するわけないよねっていう
1026720	1034760	そうなんですよ で現場のソフトウェアエンジニアが意外痛くなっていや大丈夫だと思いますっていう
1034760	1041400	鉛筆舐め舐めが書くわけですね まあ舐め舐めしざるを得ないというところもありますね
1042360	1045960	そうですねはいそんな感じ あーでもちょっと
1045960	1052200	そうですねはいあのバージョン管理のところでちょっと気になったんですけど 例えばなんだろう
1052200	1062840	適当言いますけどあのチェックサムみたいな感じでファイルの 自体の固有値とかもこのSボムに突っ込んでしまえば変わったらとりあえず変わった
1062840	1065560	ってことはわかるんじゃないかなと思ったんですけど あーでもあれか
1065560	1067800	そうですねそうですね いやあってるあってる
1067800	1071000	えっとですね ライブラリ
1071000	1083000	開発プラットフォーム自身は 動的にライブラリを落としてくるときにバージョンとサムチェックは書けるようになっています
1083000	1090600	それが一致していることを担保するんですけど そのサムチェがどこで管理されているかというとパッケージサバー側で管理されている
1090600	1098120	このバージョンのこの操作やこの チェックサムですっていうのをパッケージサバー側で管理している
1098120	1106760	でビルドするときにその2つの情報を持ってきて一致してちゃんと持ってきたよって ことがログには残ってるんですけど
1106760	1116840	東電さんが言ってたそのもともとこれを使ってるはずだと思ってるチェックサムと一致 しているかどうかの検証はそこの時点でされてないので
1116840	1127120	このエスボムを例えば定期的にダンプしておいて そのチェックサムを残しておいてある日なんかチェックサムだけ変わってるみたいな日が
1127120	1134520	存在するかどうかを検出するとかはやったほうがいいかもしれない そうですね
1134520	1141320	そうか結構確かにビルドとかそこらへんがあるから なんか原型残ってないとかが
1141320	1148120	実際使っているとありそうで難しいですねそこもそのサプライチェーンというか そうですね
1148120	1155880	繋がっていることを担保するところまで管理しないと本当は成立性は確証できないですね そうですね
1155880	1164560	そこをしなくても良くなっているのはパッケージサーバー自身が同一バージョンでの そのソフトウェアアップデートっていうのを禁止しているので
1164560	1173800	まあパッケージサーバー経由で通っている限りはそういうことはないだろうという 信用
1173800	1182360	まあ信用ですね 今更Sボムの話してる時点でそのサプライチェーン全体貧弱なのはしゃあないですよ
1182360	1188840	まあそうですね そういう意味でこれが出たっていうのはすごくいいことだと思うので
1188840	1194920	遅くても第一歩です 今からちょっと頑張っていきましょうという感じですね
1194920	1199840	そういう話です 以上です
1199840	1208600	では2点目次私の方から スイカに新開発システム運賃計算を改札機からサーバーに移行
1208600	1213360	取得権は23年夏頃からというITメディアさんの記事です
1213360	1225320	JR東日本は4月4日交通機ICスイカについて2023年度からセンターサーバー方式を採用した新しい開発システムを導入すると発表した
1225320	1238160	これによりサービスの拡張や処理速度の向上などニーズの多様化に対応するという ユーザーの利用方法は変わらず開発機にスイカをタッチするだけで開発を通過できる
1238160	1251040	5月27日から北東北3エリアの45駅で導入 合わせて同エリアでスイカを使った執改札サービスを開始する
1251040	1259520	首都圏仙台新潟エリアは夏以降に順次導入予定としている 従来のスイカとの大きな違いは
1259520	1268720	改札機で実行していた運賃計算をサーバー側で行うことにある これによりサービス機能の拡張性向上
1268720	1276080	高速処理による複雑な計算の実行 回収作業の高期短縮化とコストダウンが実現するという
1276080	1285840	従来のものは対象改正などスタンドアローンによるメリットもあるが ICカードにデータを記録するため記録量に限界があるほか
1285840	1294040	webやスマートフォンとの信用性にも課題があった 同社では新システムにより新しいスイカサービスの提供を目指す
1294040	1306240	内容については詳細が決まり次第としているが 東北エリア、新潟エリア、首都圏エリアを東日本エリア運賃とするなどのスイカエリアの統合
1306240	1314840	時間帯や曜日などの利用条件で運賃の割引クーポンを提供するなど柔軟な割引商品の提供
1314840	1325480	鉄道沿線の商業施設やイベントと融合した商品の提供 旅行などの目的の交通や観光で使えるチケットのセットなどを提供する
1325480	1333200	またwebやスマートフォンとの親和性を高くし スイカの残高でいつでも商品を購入できるようにするほか
1333200	1340600	スイカを使った購入した商品のタッチ認証 会員向けサービスの拡充
1340600	1350520	業態をまたがる柔軟な商品設定などが格納になるとしている ということで皆さんって東日本エリアですけど
1350520	1357720	よく使っているスイカがシステム更新されるよということで
1357720	1364760	モバイルスイカで使っている人もやっぱりいっぱいいると思うので そこで
1364760	1373960	こういう新しいクーポンというか 便利になるのはすごくいいのかなと思っての紹介です
1373960	1383560	基本的には素晴らしいコツだと思うし 下手したらやぶみ案件かもしれないんだけど
1383560	1388000	あんまり知らないのできっと大丈夫でしょうと 信じてしゃべりますが
1388000	1397680	まずこれまでのシステムから比べると いろんな課題が解決されていて
1397680	1405120	モバイルスイカをはじめとして スイカは本当にいろんなサービスで利用されていて
1405120	1409960	どんどんどんどん こんなことができる あんなことができるとかユースケースが増えてきて
1409960	1416800	開発としても同じような利便性向上とか 新たなサービス提案とか情報収集とかしていきたいんですけど
1416800	1421200	開発機でクロージングされているので その辺のデータ収集も容易でないというところで
1421200	1428960	非常に大変でしたというところがあって クラウドにつながることでいろんなことがもっとできるようになって
1428960	1435960	今後のまた25年間ですかね どんどん良くしていけるでしょうというところがありますと
1435960	1442120	一方でよく言われている課題としては 災害があっても独立していたから
1442120	1446800	交通系が死ななかったとか そういった形でその
1446800	1454280	センターサーバーが死んだ時の対し リスクがでかすぎるんじゃないかっていう懸念ですね
1454280	1459920	これについては一応ネットワーク等々の 冗長性を十分にしているから大丈夫
1459920	1466760	いざとなったら改札機を全開放するつもりがあるから 大丈夫ですということになっているんですけど
1466760	1477080	最近もキャリア3社の大手の事故とかを見る限り 満を置きますわなということで
1477080	1486080	実際にその辺の頻度からどこまで皆さんに 受け入れられるものになるのかどうかは
1486080	1491680	注目かなって感じですかね まあそうですね
1491680	1500400	でもなんか別の記事でちょっと見たんですけど 障害が大きな時は改札機側で処理する機能を残すみたいな
1500400	1505760	話もあったような気がして ちょっと記事を探さないといけないですけど
1505760	1514240	それはそれでいいかもしれないけど 開発コストが無限に増えるんじゃないかなという気がします
1514240	1525800	多分現行の改札機のスペックは残しておいて 障害が起きた場合は複雑な切手とかは
1525800	1531280	処理できないんで窓口行ってくださいとか そういうことになるのかなという気はします
1531280	1543400	それであれば9割のお客さんは改札通れると思うので そこまでひどいことにはならないのかなという気はしています
1543400	1552520	多分それすでに導入されている範囲の話じゃないかな すでに追加改札機が導入されているところを刷新する
1552520	1559200	もう全部差し替えるってことはなくて そこに機能追加って形になる
1559200	1570520	新規にエリア拡充するところにおいては改札機を元々安くしたいっていう目的もあるので あんまりそういう機能を残して導入されることはないんじゃないかなって気がします
1570520	1576040	実際それはそうだと思います 改札機残すと絶対高いんで
1576040	1582640	めちゃくちゃ高いです めちゃくちゃ高機能なんでこいつ
1582640	1593000	それをして順次改札機を入れ替えるってなったら サーバー型に移動するという感じですね
1593000	1606000	確かにそれをですね 今までの紙の切手を据えるタイプもほとんどなくなってきているんで あれと同じことをすると言われればそうですねという感じですね
1606000	1611280	そうですね まああれもまた別の弊害があるんですけどね
1611280	1614760	紙をなくす方は
1614760	1622680	海外から来る観光客の人がやっぱりスイカとか
1622680	1629960	異国家とかそういう交通系ICを入手する経路が今のところないので
1629960	1641320	パッと電車に乗れないと空港通りてまず乗る駅が大変という問題があって そういう人たちにはやっぱり切符とかの需要がすごい高いらしいんですよね
1641320	1649040	そういう人たちと共存できる仕掛けでかつ何か別のスイカに代わるカードみたいな 一時カードみたいな払い出しもいいんだけど
1649040	1657600	回収できない問題があって誰も返しくれないっていう その両立が結構難しそうですね
1657600	1665440	なんかでも個人的にはそれもスイカ日本化しちゃって絶対買えよってしてもいいんじゃないかなと思うんですけど
1665440	1671440	JRとしての
1671440	1677120	鉄道会社としての方針があるのかもしれないですけど
1677120	1688320	そうですねどっかでねセンターサーバーになったらもしかしたらタッチした時点で足りなかったらセンターサーバー経由でクレジットカード引き落とし処理とか外してくれれば
1688320	1692800	実際それは多分
1692800	1702240	最終的にはやるんじゃないかなと思っていて 今でもモバイルスイカだとクレジットカード経由で
1702240	1711600	自動的にチャージみたいなことはしてるんでまぁ多分それは拡張した方がいいと思います ね
1711600	1718480	そうなればいらないから一時しなきゃな話か そうですねまぁ例えば
1721360	1732080	なんかスイカに qr コードをつけてそれを携帯で読み取ったら グーグルにひもついているクレジットカードを入力して登録できるするとかね
1732080	1738160	はいはいはい まあ何かしらできると思うんでそういうことをやってくれるといいかなと思います
1738160	1745200	はいで個人的には a といえばまあ首都圏だとちょっとやってるんですけど
1745320	1749240	割引 切符みたいな
1749240	1762240	はいがどういう影響を及ぼすのかはちょっと興味深いですねと思ってますね えっと今でも例えばその通勤ラッシュの時間帯
1762240	1773240	まあだいたい7時から8時とかだとかなんですけどそこらへん より早くか遅くかに乗ると例えばスイカポイントがつくとかまあ東急だった東京の
1773240	1783560	ポイントがつくとかやってるんですよねはいで a 棟 最近また定期券もそういうことをやってて
1783560	1792600	8安いなんだっけ 安い定期券を売っててそれの定期金が使えるのはそのピーク時以外
1792600	1803360	みたいになってピーク時は普通にスイカから料金引き落とされるみたいな まあそういうことになってるを頑張ってやってるんでそういうのがやっぱりや
1803360	1809800	結構昔からやってて続いてるんで 効果ありだと判断していると思うんですよ鉄道会社が
1809800	1817880	うーんなので 8モバイルスイカでモバイルスイカじゃなくてもいいですけどこのサーバー方式で
1817880	1831080	8クーポンクーポンとかポイントじゃなくて実際割引しますとか あとはまあ定期券を買ったら時間帯が変わったら自動的に安い方にするとか
1831080	1838920	安い定期券側で処理されてなんか 差額が戻ってくるとかうんそういうことができると
1838920	1847360	と結構 利点に感じてずらして活動する人も増えるんじゃないかなと思うのでもしかしたら
1847360	1859080	まあ頃ので多少増しにはなったといえまた満員電車気味になってきてるんで そこが解消され長期的な解消されると嬉しいなと思っているとこですね
1859080	1868480	うーん 個人的にはこの行く先としてもうちょっと6 g とかその辺の拡充が待たれるとこですけど
1868480	1872920	車両の入り口に効果つけた方がいいと思うんですよね
1872920	1882160	あの多分有料車両とか カッサム車両みたいな ux 工場系車両が
1882160	1893600	次やりたいことになってくると思うんですよ jr なるほどはい あのまあすでにやってますけど有料だからこそ座れる指定席の普通ロス
1893600	1903360	えっと新快速みたいなはいあるじゃないですかああいう系を増やしたりあとは端っこの 車両に乗ってくれる人にはちょっと多めにポイントがつくとか
1903360	1912160	あーわかるうんとかそういう ちょっとした取り組みをやっていこうと思うともう改札機であと限界があるんで
1912160	1919280	そのネットワークがセンターサーバーに 行けばいいだけだったら改札機じゃなくていいはずだから
1919280	1926920	そのうち車両から直接センターサーバーに通信指定ができるようになると だいぶいろんなことできるなぁと思ってますね
1926920	1935480	確かにそれありですねまあ今でも確かに特急とかはあの 駅駅員さんじゃない車掌さんって言うかな
1935480	1947080	うんが乗ったら切符取りに来るとか追加料金取りに来るとかやってますけどそういう 端っこのせ端っこの車両だととか細かいことを知らずとあれは無理だと思うんで
1947080	1952440	そうそうそうそうそういうことができると確かに より差別化
1952440	1960200	柔軟な対応というかまあ鉄道会社としてはコスパがいい 充填率の充填率うん
1960200	1970000	あの施策を出るんでいいかなと思いますねはいそうですよね であの個人的になってほしいなぁとか勝手に思ってる奴で言うと
1970000	1980280	はいえっと車両の一番前運転手がいるところが まあ自動化が進んで2人乗れる必要がだいぶなくなってきている
1980280	1990000	はいですかだからあれ片側開けてちょっと2倍くらいの値段にして 電車好きな人とかガンガン乗せたらいいのにとちょっと思ったりする
1990000	1999160	まあありではありますけどどうなんじゃろうあそこらへんって 青でもあり意外と使うのかな
1999160	2007760	わかんないけどこう都市部だとの乗ってるというかのなんていうの 使ってるイメージがありますけどねああそうなんだ
2007760	2015600	はい何してもらいたいですけど 子供とかねちょっとお金払ってでも車掌の動きとか見ながら
2015600	2027000	一番前行きたいってこういっぱいいると思うけどそうですねあのまあここらへん 列も大きいですしっていうところはあると思いますけどちょっと車両
2027000	2035360	車両連結車両の少なめとかのちょっとローカル線気味とかだったらそういう車両を 入れてもいいんじゃないかなという気がしますね
2035360	2040440	はいね まあすでにワンマンだったりしますからね
2040440	2047040	そうそうそう あんでそういう発展性も含めたらやっぱり改札機で全部っていうのは
2047040	2054640	昔はね対応の人捌くのが最優先だったからいいと思うんですけど ちょっと時代に合わなくなってきてるんじゃないかなって気はする
2054640	2061240	そうですねそこらへんもやってみると面白いかもしれないですね
2062400	2065400	はい そんな感じでしたと
2065400	2073160	おいで次これ日経さんの式記事です 3点目イオン
2073160	2084480	朝7時から1時間刻みで宅配 a 車と自動倉庫というタイトルの記事です イオンは4日ネットスーパー専業大手の a オカドグループと
2084480	2096440	自動倉庫を稼働させ新たなネット事業を今週に始めると発表した 配達時間を1時間刻みにし早朝配達にも対応して出勤前に受け入れる
2096440	2107640	ai で分析し買い物か後に商品を自動 買い物か後に商品を事前に入れて顧客の選ぶ幅を手間を省く
2107640	2118160	乱立するネットスーパーに新たな対抗事項を示し2031年2月の機能ネットスーパー売上額6,000億円を目指す
2118280	2126080	イオンが今週始める新たなネットスーパーはグリーンビーズと呼ぶ 新サービスは子会社のイオンネクストが運営する
2126080	2134680	千葉市内に建設しの自動倉庫から東京や千葉神奈川の一都二県の中心市区に 配送する
2134680	2146960	商品は生鮮生鮮品や冷凍食品日用雑貨など5万品目を用意する 最高は一般的な食品スーパーに比べ2倍になる
2146960	2157920	現状のネットスーパーは店舗に並んだ商品を運ぶため欠品も出がちだった 新サービスは ai で在庫分析して欠品と比較すると吉田社長
2157920	2167200	地図独自の大容量な冷凍肉や魚も用意する 特徴は配達時間だ
2167200	2173480	首都圏の配達は1時間単位になる 待ち時間を短くして前後の予定を入れやすい
2173480	2183520	朝7時から夜11時まで配達する 早朝の出勤前や帰宅後にも受け取れる首都圏の友場だらけ夫婦や単身世帯を想定し
2183520	2192120	利便性を高めた もう一つは ai サービスだスマートカードと呼ぶサービスでは ai が購入履歴を分析し
2192120	2202920	顧客がいつも買う商品や欲しい商品を予測して事前に買い物籠に入れる 顧客は買い物籠から不要な商品を除き必要な商品だけ追加する
2202920	2217680	4ネクストの大田副社長はわざか15秒で買い物が終わる世界観を実現したいと話す ということでまぁ結構野心的なシステムですねという感じの紹介です
2217680	2226800	特に面白いなと思ったというか実 実用性本当に担保できるのかなと疑問に思っての1時間単位の配達と
2226800	2236160	あとはですねあの ai が勝手に商品入れてくれるサービスですね ここらへんどうなるのかなとちょっと気にしたいなと思ってますはい
2236160	2245880	はい まあそうですね両方すごい大丈夫かなって思います物流問題に今あるに4の話もあって
2245880	2252000	誰が運ぶねんっていう気がするのと首都圏でそれこそ あの
2252000	2263560	集合住宅の人も多いと思うんでそうなると今問題解決の趣旨である 自動搬送ロボットとかでは全然役に立たないだろうから
2263560	2273680	どうするんだろうなーっていうのは確かに気になるで ai のスマートカゴも正直 amazon ですらあのレベルなのでまぁ
2273680	2284000	どこまでいけるんだろうなっていうのは微妙な感じですね 個人的に気になったのは事前予約が14日前ってなっててこれ14日前にカートに
2284000	2290600	入れて14日後に届くってことでいいんですかね なのかなぁ
2290600	2300360	2週間前に入れられるものって割とすにもう 消耗品とか確実にいるだろうと思えるものしか買えないのと
2300360	2309360	2週間後の1日の予定って全然立たないから 受け取りタイミング1時間単位にされても結構困りません
2309360	2316520	そうですねあもしかしたら14日前から可能なだけなのかもしれないですけど あーなるほど
2316520	2326600	前日でいけるんだったら全然いいかなぁ そうですねでも前日でやると本当に1時間前に配達できるんかいという感じが
2326600	2335680	あるんそうですね いつまでに注文すれば届くのか気になるとこですけど
2335680	2342800	そうですねどれだけそこの道時間が短いか次第なんですよね その生鮮食品とか入れられても
2342800	2346800	やっぱり今日食べたいものって違うはずだから
2347840	2352520	そうですね なんか
2352520	2360840	ちょっとわかんないですねここは もしかしたらまあ本当に毎日料理する人向けとかで
2360840	2367920	毎週間に1回ザバットを出て送ってくるとか いう感じなのかもしれませんしまぁ結構
