start	end	text
272960	278400	これによって既存のWindowsゲーム が簡単にMacに移植できるようになります
278400	280680	ということらしいです
280680	286640	それがどれくらい同じ性能という かプレイ体験を残したまま移植
286640	289320	できるのかというのは正直分からないん ですけれども
289320	294320	かなりハイスペックなPC性能を 求められるDead Stranding
294320	298400	小島さんのゲームタイトルとして 有名ですけれども
298400	301160	こういったゲームも入っていけ ますよってことなので
301160	303760	かなり注目を集めました
303760	306240	もう一つがSafariのアップデート で
306240	308760	今回この後はしゃべりますけど
308760	312940	AppleのARヘッドセットの登場に 合わせてですね
312940	316560	なんとブラウザの方のアップデート もかけています
316560	321120	その辺がこれまでのヘッドセット と違うところでかなり強みでは
321120	322520	あるんですけれども
322520	327800	そのブラウザの中でレンダリング 周りを強化していて
327800	330560	3D空間上で置かれたりとか
330560	334800	複数の情報を並べた時の見やすさ とか
334800	343560	その辺の基礎技術レベルでのアップデート がいろいろ入っています
343560	345840	他のガジェットとしてはAirPods Pro とか
345840	349840	シェアプレイTBOS等のアップデート も入ってますけれども
349840	357960	AirPods Proの2に対してはあまり 評判が良くなかったので
357960	362000	今回アップデートを受けてどれくらい 良くなっているのかというのは
362000	365600	改めてチェックしてもらっても いいかなと思うんですけど
365600	372360	そこまで既存のAirPods Pro1が悪い わけでもないので
372360	375680	次のアップデートとか新機種
375680	378960	AirPods Pro3とかのアップデートを 待ちっていう人も
378960	384000	多いんじゃないかなとは正直 思います
384000	389240	ウォッチOSのアップデートとかも 入ってます
389240	393640	ここについては正直そんなに大した アップデートはないんですけど
393640	396760	今まで途方系の検出のみだった のが
396760	398680	自転車にも対応しましたよという ところで
398680	401920	この辺はもしかしたら自転車通勤 している人とか
401920	406160	面白い体験になっているかもしれない です
406160	413440	あとは満を持してビジョンプロ の話をします
413440	418400	AppleからVRヘッドセット ARヘッドセット が登場しました
418400	424880	Appleとしては発信するときに新しい 種類のコンピューターを出します
424880	427880	という発信をしています
427880	431760	なのでデモとしてですね
431760	436400	従来のVRヘッドセットとかARで やってたようなゲーミングとか
436400	438280	そういった体験でもなく
438280	444120	HoloLensが目指していたような3Dオブジェクト をみんなで囲むといった体験でもなく
444120	450080	あくまでAR空間上にブラウザー がレンダリングされてたりとか
450080	453920	して作業できるというものですね
453920	457120	なので紹介の仕方としては
457120	461400	昨年度のWWDC22で
461400	466200	すごいハイスペックなモニターを 出してきているんですけれども
466200	474480	それと同じような種類のものとして 紹介されているような姿でしたね
474480	480400	じゃあなんでわざわざそこに注力 してAppleを出してきたのかというところで言うと
480400	486600	やっぱりそのARとかVRを使った作業 というのがいいよねとされつつも
486600	490720	既存のものではなかなか負担なく
490720	497520	本当に頭の中で描いているような 夢の作業空間というのにはほど遠かった
497520	500920	それはARヘッドセットの性能だったりとか
500920	507720	その表示画面の視野角の問題だったり とかいろんな課題があってそうだったんですけれども
507720	513480	もうAppleとしてはその作業性を確保する ということを最重要視して
513480	517240	それを満たせるための視野角の広さだったりとか
517240	526040	そのブラウザ側のアップデートによって レンダリングの性能を上げて
526040	529080	なんだろうなそのARなんだけれども
529080	535840	浮かんでいる表示されているコンテンツに 変なノイズが入ってたりとか
535840	540840	そういうことがないようにする というところまで突き詰めて作られています
540840	546440	なので今までVRヘッドセットとか被った時に
546440	548840	ブラウザとか確かに見えるんだけど
548840	556400	これで作業するにはちょっとねっていうような レベル感だったのが一線越えてきたなという感じです
556400	561160	これがまた戦略として非常に面白くてですね
561160	564600	さっき言った通り既存のヘッドセット系っていうのは
564600	569520	ゲーミングだったりとかその3Dオブジェクトの 操作だったりっていうことで
569520	573000	あんまりこういったその作業性に特化したりとか
573000	581360	その1枚の浮かんでいるウィンドウをいかに 綺麗に見せるかっていうところに特化したものがなかったので
581360	585680	Appleしかまだできていないこととして
585680	588440	このタイミングで出してきたヘッドセットだけれども
588440	592600	世界最先端を生きているというような 映像型になってますし
592600	595400	Oculusとか今Metaですけど
595400	600960	っていったところのヘッドセットゴーグルの 目指している姿と競合するわけでもないので
600960	603360	ユースケースに応じてAppleを選ぶのか
603360	606760	MetaQuest Proを選ぶのかとか
606760	612400	そういった隅分けもできるような世界になっていて 非常に良いかなというところです
612400	614680	1点非常に残念なのがですね
614680	617320	メガネと併用ができないです
617320	622320	なのですでにメガネをかけていたりするような 視力の悪いユーザーは
622320	624240	コンタクトレンズを選ぶか
624240	634680	後々出てくるかもしれないレンズ付きの ユニットみたいなのが出てくるかもしれないので
634680	639320	そういったものをはめて 使っていただくことになるかなというところです
639320	642560	駆動の仕方
642560	645960	情報の表示の仕方で言うと
645960	649440	バッテリーが外付けになっていて
649440	652960	ワイヤレスは維持しようとしています
652960	657360	実際PCでMacOSで起動しているような
657360	659960	ブラウザとシームレスな連携とかできるのかとか
659960	666280	そういった他のシステムとの連携性については あまり謳われてはないので
666280	669560	もともとこれ自体が新しいコンピューターだと言っている以上
669560	676240	これ単独で独立して動かせるものかなというところで認識しています
676240	680480	なのでこれまでApple製品を持ってなかった人が
680480	683120	これ単品で買って何か困るかというと
683120	686480	特に困ることもないんじゃないかなとは思います
686480	693320	iTunesアカウントとかそういったものを作る必要が出てくるかもしれないですけど
693320	703480	という形でHoloLensがMicrosoft的にはメイン事業ではなくなっていっていて
703480	706080	次も出なさそうというところで
706080	713600	こういった空間上に必要なオブジェクトを配置して作業するっていう世界においては
713600	715960	Appleが引き継いだような形になっているので
715960	718560	今後のアップデートも非常に楽しみですし
718560	721040	店頭での体験会とかまたあるでしょうから
721040	724840	それを非常に楽しみにしてますというところですね
724840	726880	はい以上です
726880	729560	はーい盛りだくさんですね
729560	734200	ということで上から順にもう一回流していくんですけど
734200	736040	15インチMacBook Air
736040	740160	まあそうですね15インチの方が欲しいというのは分かるんですけど
740160	741160	実際どうなんですかね
741160	744760	13インチを持ち歩いてそこにあるディスプレイに繋げる方が
744760	749160	結局使いやすいんじゃないかなって思ったりもしますけど
749160	754440	まあ単品使うには15インチくらい欲しいっていうのは分からんでもないので
754440	758040	そういう意味ではいいのかなと思いますと
758040	761760	あとまあ熱容量的にも余裕ができるでしょうし
761760	764160	等々いいと思いますというところ
764160	767280	ケース的にはハッカソンとかじゃないですかね
767280	771720	ハッカソンに参加したら別にディスプレイとかモニター借りれないし
771720	773760	あとコワーキングスペース行ってちょっとやるとか
773760	775000	カフェでちょっとやるとか
775000	779240	まあそういった時も13インチではちょっとしんどいんじゃないですかね
779240	783400	確かにねまあそこら辺考えたら確かにそこですね
783400	786840	リモート会議に入るだけとかだったら全然いけると思うんですけどね
786840	792960	まあねまあそこら辺選択肢があるのは全然いいことだと思うんで
792960	793760	はいはい
793760	795360	良いと思いますと
795360	799800	でM2ね
799800	804640	すごいんですけどすごすぎて何というんだろうな
804640	813040	独自シンカーがだいぶ変わってきたなというイントル系と
813040	815280	もともとベッドだったんですけど
815280	817120	なんかここまでモンスターになってるのに
817120	820000	ヒートシンクも何もついてないというのが
820000	825400	ちょっと信じられない感じですね
825400	829040	あのMac Proパカッと開けたやつあるんですけど
829040	832120	そのまま銀色の台ではないですけどね
832120	835840	パッケージがポンと乗っててヒートシンクついてないと
835840	840640	ほんまにって感じつけ忘れてないって感じで
840640	842720	これでスペック出るんですから
842720	847720	まあ素晴らしいですねというところではありますけど
847720	854000	まあ言うてお値段分ですねという話かな
854000	857640	まあめちゃくちゃ高いので何でしょうかね
857640	865440	そこに価値を見出すならありではありますね
865440	873480	正直Macが提供するようなユースケース
873480	880200	ビデオ編集とかそういった映像コンテンツ系に使わない限りは
880200	884720	ちょっとスペックを活かしにくいのかなというのが正直なところです
884760	888080	今入りのAI系をMac環境で
888080	891760	うまくこのスペックをフルフルに活かして使えますかって言われると
891760	895960	やっぱりそこにはちょっとハードルがありますし
895960	899760	このスペックを活かせるユースケースっていうのは
899760	904400	Appleが想定しているユースケースの範囲となってくるので
904400	908800	Windows PCのスペック比較として
908800	911040	同じようなスペックを期待すると
911040	916200	ちょっと違う体験になっちゃうかもなというのはありますね
916200	917760	まあそうですね
917760	920000	というかやっぱりユーザーが違うかなと思って
920000	926560	やっぱりMacってそのデザイナーさんとか向けなのかなという気はしてて
926560	929280	中身いじる全くわかんないからいじれないけど
929280	933000	強力なハードウェアが欲しいというのを
933000	936800	人に向けにはすごく最適だと思いますし
937600	941720	ディスプレイも合わせて買えばめちゃくちゃ綺麗ですし
941720	945720	やっぱりそこら辺は非常に良いので
945720	948440	トータルとしてこれさえ買えばいい
948440	951840	とりあえずこれ買っときみたいな使い方ができるという意味では
951840	954520	非常に強力だと思いますね
954520	955480	そうですね
955480	959040	あとはちょっと別のユースケースですけど
959040	965120	Dockerっていうそのコンテナサービスを動かすマシンとしては非常に優秀で
965120	970760	DockerってどちらかというとWindowsよりもLinux系の方がアーキテクチャ的には向いてまして
970760	975640	Macの方がWindowsよりも性能が出るっていう世界なので
975640	981400	このマシンスペックを生かしていろんな開発環境だったりサービスっていうのを
981400	986600	このスペックのマシンに全部1個に詰め込んどいて
986600	988440	柔軟な開発をするとか
988440	991720	そういったユースケースでは使えるかもなっていうくらいです
991800	995640	なるほど確かにそこら辺もそうですね
995640	999640	OSレベルの話で変わってくるので
999640	1001720	そうですねというところです
1001720	1002920	はい
1002920	1006760	でiOS17はいいかな
1006760	1007480	飛ばして
1007480	1008840	使ってないしね
1008840	1012520	そう使ってないんで評価もできないです
1012520	1015880	ゲームね
1015880	1019560	一定の需要があるのはわかるんですけど
1019720	1023000	結局どうなんだろう
1023000	1026600	ハードウェアゴリゴリ使ってるから動くんかな
1026600	1030840	どうだって思ってしまいますね
1030840	1033560	あのWindowsで
1033560	1038880	Androidのエミュレーターとかを動かしてるぜとしては
1038880	1043360	どこまで快適なゲームができるのか
1043360	1045640	そこら辺のコスト導入コストを考えると
1045960	1051280	Windowsでいいんじゃないのかと思ってしまいますね
1051280	1055360	一応デモ的な話なんですけど
1055360	1060160	重いゲームで代表的なサイバーパンクとか
1060160	1062840	ああいったゲームを動かしてサクサク動いてますよ
1062840	1066360	という動画は公開されているので
1066360	1069160	それなりではあるんですかね
1069160	1072080	マシンパワーがあるから動くのかな
1072080	1075720	あとはクラッシュ戦勝ったらいいけれどというところ
1075720	1076320	なるほど
1076320	1079920	そうそうですね
1079920	1082800	はい
1082800	1088680	あとウォッチとかもとりあえずいいかなという感じで
1088680	1089800	ビジョンプロですね
1089800	1093760	はいそうですね
1093760	1098360	いやまあ違う方向を向いてるんだろうなというのは
1098360	1101560	まあわかるんですけど
1101560	1103600	違う体験ができるかどうか
1103600	1108360	やっぱりつけてみるとわからないなと思うんですけど
1108360	1110920	まあ50万なんで
1110920	1114840	そう簡単にはつけられないなというところ
1114840	1116680	そうですね
1116680	1117880	そうですね
1117880	1125920	そこが難しいかなとは思っているところが一つと
1125920	1127320	でそうですね
1127320	1131600	ハードウェア的には結構面白いなというのは
1131600	1134520	コントローラーがないんですよね
1134520	1135600	そうですね
1135600	1141200	はいで本体側にクラウンとかがついていて
1141200	1142160	まあ動かして
1142160	1144880	あとはハンドジェスチャーみたいので
1144880	1150520	操作するということを言っていて
1150520	1154360	やっぱり独自路線だなというか
1154360	1158440	ハンドジェスチャーもコントローラー邪魔なのは
1158440	1160520	わかるんですけど
1160520	1166360	かといって物理ボタン入力確実だぜっていうのと
1166360	1170880	を取るとどんな体験になるのか
1170880	1174760	ちょっとやってみるとわからないなと思っているところですね
1174760	1176520	はいそうですね
1176520	1180360	基本的には視線トラックがされてて
1181320	1185040	視線の先である程度ここを押したいんでしょっていう
1185040	1187120	フォーカスが当たってる状態になってて
1187120	1189120	あとはジェスチャーでタップって感じですね
1189120	1193320	そうですね
1193320	1198240	ただ結局どうなのかな
1198240	1200480	応答性が悪い気がするんですよね
1200480	1204640	あのオキラスとかで
1204640	1208000	視線誘導もどきみたいなゲームとかもありましたけど
1208000	1215280	どこを目指すのか
1215280	1216920	まあゲームではないですよね
1216920	1221080	というところそんなに操作性はいらずに
1221080	1225520	というかIOSとかで培った
1225520	1230680	そのボイスでの入力音声認識とかも含めて
1230680	1233560	トータルで操作してくれる
1233560	1236840	操作できるデバイスという意味では
1236840	1238200	別次元だと思うので
1238200	1244800	まあそっちに注力すれば別に不便は感じないのかな
1244800	1247960	ということが期待されますというのと
1247960	1251600	面白いのが
1251600	1254400	目ん玉が見えるやつですね
1254400	1256360	目ん玉が見えるって言うとあれですけど
1256360	1261760	目の部分がゴーグルを被って外の人からぼやっと見える
1261760	1266080	ただこれは実際に目の部分が見えているのではなくて
1266080	1269640	スキャンしたわざわざ3Dレンダリングした
1269640	1277160	ユーザーの画像というか目の周りを表示していて
1277160	1281960	しかも局面ディスプレイでわざわざ3D感を出して
1281960	1285720	奥にありますよというのを見せてると
1285720	1288720	どこまでここにコストをかけるんだという感じのところに
1288720	1290920	コストをかけていて
1290920	1295360	まあそこも含めて面白いなという感じですね
1295360	1297120	今までのゴーグルは結局のところ
1297120	1301080	その付けた当人の体験というものを
1301080	1302680	最大化するように作ってたんで
1302680	1304440	弁当箱だったり
1304440	1306360	でかいサイバーゴーグルだったり
1306360	1308600	という感じだったんですけども
1308600	1311240	Appleはそこではないよと
1311240	1316440	外の人向けにもかなりコストを割くゴーグルですよ
1316440	1324920	というところを進めてるのは面白いなぁとは思いますが
1325440	1328080	メジャーになるのかどうかはちょっと
1328080	1331400	あまりにもパッと出すぎて
1331400	1336880	判断がつかないなと思ってますね
1336880	1338800	そこについては
1338800	1341800	まずアジア人としては非常にいいなと思ってて
1341800	1346040	その目の状態を外に出すっていうのは
1346040	1351680	欧米の人以上にアジアの人は目で会話することが多いので
1351680	1353440	その点はいいんですけど
1353440	1356360	そのコンテキストが伝わるほど出せるわけではないんだったら
1356360	1360480	ちょっと下手にやりすぎかなとは思います
1360480	1362320	あとはこの人は
1362320	1367200	この弁当箱の中を見てるんじゃなくて
1367200	1369920	外も見えてるんですよっていうのを示したい
1369920	1373760	であればここまで頑張らなくても
1373760	1375880	何か別の方法でもよかったんじゃないかなって
1375880	1378160	気もせんこともない
1378160	1384480	マジックミラー的にするとか
1384480	1387600	まあね
1387600	1389600	というところはありますけど
1389600	1391880	まあとはいいつつも
1391880	1394440	ロボット側で散々すごいすごい言ってる
1394440	1398400	あの顔がついてるロボットはすごいという話を
1398400	1400520	このラジオでも散々言ってきたので
1400520	1403440	意外と顔がつくことで
1403440	1407400	人々に受け入れられるのかもしれない
1407400	1410280	そこに一刀投じてくれたのは
1410280	1412920	面白いとは思いますけど
1412920	1415080	50万円なので
1415080	1418720	何はなくても50万円というところですね
1418720	1420240	そうですね
1420240	1422320	あと気にしてる
1422320	1425560	すごく効果性が良さそうだなと思ってるのは
1425560	1429840	そのライダーを使ったARオブジェクトの配置とか
1429840	1431720	操作体験っていうのは
1431720	1434160	非常に高いだろうなと思っていて
1434160	1437440	iPhoneで何世代か前からライダー搭載して
1437440	1440160	そのARコンテンツいろいろ出してきたりとか
1440160	1446760	そのiOSアプリでいろんなARゲームだったり
1446760	1449840	その折り紙体験だったりとか
1449840	1452480	そういったいろんなコンテンツも出てきているので
1452480	1455600	すでにそのこのガジェットがないと
1455600	1459680	できなかったことっていうのがないところの資産を
1459680	1462120	そのまま使ってこれる持ってこれるはずだから
1462120	1464040	そういった意味で
1464040	1467280	従来のVRヘッドセット系出したけど
1467280	1469800	このヘッドセットに対応したコンテンツが出るまでは
1469800	1476840	なかなか売れないみたいな世界ではないのかなって気がしてます
1476840	1478360	なるほど
1478360	1480560	それはごめんなさい
1480560	1486960	逆に私はそれはこのVRゴーグル専用に
1486960	1490520	全部作りなさないといけないのかなと思ってましたけど
1490520	1492040	多分いらないんじゃないですか
1492040	1494200	いらないですかね
1494200	1500800	その操作系がやっぱり今までのものっていうのは
1500800	1505120	今までのすべてのハードウェアと違うと思うので
1505120	1508720	それがどうかなと思ってましたけど
1508720	1511400	iPhoneでもそのARオブジェクト出して
1511400	1515280	指をトラッキングして指で操作するができてたので
1515280	1517320	はいはい
1517320	1520800	その辺のコンテンツはそのまま使える
1520800	1527680	ブラウザ側でこのゴーグル専用のレンダリングができるように
1527680	1529920	HTMLのアップデートをするっていうのが
1529920	1532000	Safariに来てるから
1532000	1536720	そのアップデート方針は凄まじいなと思いますけど
1536720	1541600	なので普通にHTMLの正当進化系の中で
1541600	1543080	出来上がってくるオブジェクトを
1543080	1547000	そのまま表示しに持ってこれるので
1547000	1550200	その専用に作る必要がないんですよね
1550200	1553480	なるほどある程度は対応は必要ですけど
1553480	1554560	そうですね
1554560	1562160	現在の技術で培ってきたも資産を有効活用できる
1562160	1564480	うんそうそうそうそう
1564480	1567760	という意味は確かにそうか
1567760	1571640	そうですねそう考えると
1571640	1577160	意外と使い手があるのかな
1577160	1580040	なるほどはい
1580040	1581320	そういう意味だと
1581320	1584960	例えば一つのユースケースで思いつきでしかないんですが
1584960	1590800	iPadのライダー搭載機器で提供されているコンテンツの一つとして
1590800	1596520	部屋の家具設置とかレイアウトを仮にやってみて
1596520	1598400	どういう風に置けそうかっていうのを
1598400	1600040	色々調整するみたいな
1600080	1604040	そういうアプリケーションが家具メーカーから出てたりとか
1604040	1608560	個人とか会社のアプリケーション出てたりもするんですけど
1608560	1610520	今までそれだと
1610520	1613600	そのiPadを向けた先にいることは分かるんですけど
1613600	1616840	全体空間としてどうかっていう俯瞰視点を
1616840	1620680	iPadでは持っててこれなかったっていうのがありますと
1620680	1624240	いう中でこのゴーグルを被ったら
1624240	1629120	もうちょっとその配置した部屋にいる体験で
1629120	1632800	その配置の良さっていうのを検証できるのかなっていう感じで
1632800	1635560	同じアプリケーションそのまま拡張した
1635560	1639080	みたいな体験になるんじゃないかなと勝手に期待しています
1639080	1642120	まあ確かにそこら辺はそうですね
1642120	1649000	ゴーグルの優位性というものがあると思うので
1649000	1654480	確かに良さそうかなと思います
1654480	1657760	まあうまくいかないやつもあるとは思いますけど
1658000	1662160	ゼロスタートではないっていうところは結構でかいんじゃないかなっていう感じ
1662160	1663120	確かにそうですね
1663120	1667200	ゼロスタートではないと
1667200	1672360	というところで頑張ってほしいなと思いますと
1672360	1675200	あと言い忘れました
1675200	1680000	こいつバッテリーが外付けなのが結構すごいなと思って
1680000	1687560	バッテリー外付けなんですけど
1687560	1689920	これ電源をつなげられるんですよ
1689920	1693240	たぶんオートスワップかどうか分かんないですけど
1693240	1696320	バッテリーの代わりにACアダプターつけっぱなし
1696320	1699040	っていうことになってて
1699040	1701600	何を考えてるかっていうと
1701600	1704040	1日中つけっぱっていう
1704040	1706720	1日中つけっぱって言うと言い過ぎなんですけど
1707600	1716720	パソコンの前に座ってずっと作業するとかに対応しているところを見ている
1716720	1718000	と思ってて
1718000	1722560	クエストとかは結構最初パソコンにつなげて
1722560	1726720	HDMIとUSBの有線ズルズルで
1726720	1729200	天井に吊るすかみたいなところから始まって
1729200	1733320	やっぱそれじゃダメだよねつって完全無線にして
1733320	1735040	来た歴史がある中で
1735040	1740720	逆に有線接続をする選択肢を取ったっていうのは
1740720	1743000	結構すごいと思っていて
1743000	1747080	まぁでもヘビーユーザーにとっては
1747080	1749360	電源は有線の方がいいというのは
1749360	1751520	まぁ分かる話なので
1751520	1755560	あと結構また劇ですけど
1755560	1759360	展示会とかでずっと使ってたり
1759360	1762640	なんか講習会みたいなので使ってたりすると
1762640	1764520	電池が切れてしまう
1764520	1766560	切れると充電しないといけないけど
1766560	1768760	電池パック効果もできないので
1768760	1771840	実質2倍の数を持ってないといけないとか
1771840	1776760	ああいう事態が結構発生する
1776760	1780400	というのを見ていると
1780400	1786160	極小的にヘビーユーザーという使い方をする上では
1786160	1788160	こちらの方というか
1788160	1792240	その正確にはACアダプターに近づけ
1792240	1797720	というのはある種の正解かなと思って
1797720	1800960	それを脱出してきたのは結構面白いなと思いました
1800960	1805480	確かに今の話聞いてめちゃくちゃ刺さりましたね
1805480	1808440	確かに作業用ヘッドセットを目指すんであれば
1808440	1811400	ノートパソコン同様に動くことはあるから
1811400	1813960	その時にワイヤレスであって欲しいけど
1813960	1816160	ちゃんと座って作業する時には
1816160	1818160	電源なんて禁止で使えて欲しいっていうのは
1818160	1820560	おっしゃる通りだと思いますし
1820560	1822760	それこそイベントの間とか確実に
1822760	1825320	そのみんなに参加してもらうっていう
1825320	1826960	その確実性とかを求めると
1826960	1829200	優先必須になってくると思うんで
1829200	1831800	ものすごくいいんじゃないかな
1831800	1838640	そこら辺が市場調査をちゃんとしているのかな
1838640	1841960	という雰囲気があって面白いなと思ったところですね
1841960	1845440	確かにめちゃくちゃ刺さったな
1845440	1848160	確かに会社の備品として買うのも
1848160	1849680	そのバッテリーの寿命で
1849680	1851800	やっぱり賞味期限がすぐ来ちゃう
1851800	1854000	本当に1年に1回のイベントで
1854000	1855880	みんなで使おうくらいで買ったけど
1855880	1859560	3年間のうち3回の1年のイベントで使ったら
1859560	1863000	もうバッテリーが下手っちゃって使えないとか
1863000	1865320	そういうケースもありますけど
1865320	1871040	優先で繋がってれば何回でも使えるんで
1871040	1875200	いや確かにその目線は素晴らしいな
1875200	1878400	とてもいいと思いますね
1878400	1880480	というところがあるんで
1880480	1883880	最初の方で言ってた
1883880	1887840	マイクロソフトのホロレンズ
1887840	1893520	ホロレンズ側のシェアというのも
1893520	1901160	ある種取り込める法人向けユーザーで
1901160	1904400	ヘビーな操作はしないけど
1904400	1911080	綺麗な画像が見えるMRKという意味で
1911080	1914040	ありだなと思う次第でありました
1914040	1920080	そうっすね今そのApple Vision Proじゃないですか
1920080	1924760	名前の付け方的には法人向けなのは間違いないですよね
1924760	1927360	ノーマルがこんにちは向けてるんじゃねーのか
1927360	1928320	ということね
1928320	1929040	そうですそうです
1929040	1931600	Apple Vision Airが出るんじゃなかろうかっていう
1931600	1933160	気配はあるので
1933160	1936400	Airが出れば10万円から20万円くらいで
1936400	1939200	まあ手が届かんでもないなという価格帯になって
1939200	1943880	買えると嬉しいなぁと思ってます
1943880	1946720	30万円じゃない
1946720	1949520	そうかそうですねそんな気しますね
1949520	1953000	Viveと同じ値段で出さんやろ
1953000	1954680	そうですね
1954680	1957760	いや多分ね液晶がクソ綺麗なんだよな
1957760	1960000	それだけでもなんかいいと思うんだよね
1960000	1961880	目が疲れにくいんじゃないかっていう
1961880	1964520	期待感がある
1964520	1968640	外に目見せる機能いらんので
1968640	1970440	あそうそうそこ削ってもらって
1970440	1974120	30万で出してほしいかな
1974120	1977240	頭のね後ろのバンドもいいんですよね
1977240	1984800	なんかこれも他社の経験をすごく反映してるなと思って
1984800	1986000	同じように歴史で言うと
1986000	1989920	もともとは頭の上と頭の脇を両方通して
1990320	1993920	マジックテープで止めるみたいな感じの世界だったんですけど
1993920	1996440	頭の上いらないよねってだんだんなってきて
1996440	1998800	横だけになったんだけど横だけだと
1998800	2002200	やっぱりなんかちょっとした表紙にずれるよねっていうのがあって
2002200	2004240	その後頭部でしっかり止めようみたいな
2004240	2008640	ユニットがクエストでも出てたりしてたんですけど
2008640	2011000	それを踏まえるとこの形状っていうのは
2011000	2013160	非常に素晴らしいなって感じですね
2013160	2015400	そうですね通気性もあるし
2015400	2019560	後頭部の部分が手厚くサポートされるようになっていて
2020120	2022640	本体は重いんだろうなとは思いますけど
2022640	2027040	サポートされてがっちり止まりそうな雰囲気があるんで
2027040	2029560	そこは素晴らしいなと思いますね
2029560	2032080	そうですね
2032080	2034520	いやーこれでも一回つけてみたいな
2034520	2036200	なんかつけた人は
2036200	2039760	なんかもうつけた人にしかわからない世界で
2039760	2041680	コメントしづらいみたいな
2041680	2044440	そんなコメントが多かったので
2044440	2047000	多分つけないとね
2047000	2050400	あくまでなんか従来のヘッドセットの延長の想像しか
2050400	2056240	できてないんだろうなという気はしてるから
2056240	2061000	まあまあそのうち周辺のアップストアで
2061000	2063560	店頭に置かれるはずだということを期待して
2063560	2065920	待ってましょう
2065920	2070680	そんな感じで枕で40分使いました
2070680	2074760	じゃあ任せずに次行きましょう
2074760	2078080	次タイティメディアさんの記事で
2078080	2081120	2024年にムーアの法則が再び走り出す
2081120	2087080	インテルがパワービアの近況を報告
2087080	2089840	メタレイクでいいんですかこれ
2089840	2099640	のeコアベースに検証実験というタイトルの記事です
2099640	2104280	インテルは6月5日同社が2024年に生産を開始する
2104280	2107160	予定の半導体プロセスで使われる
2107160	2111560	リメン電源供給技術パワービアの近況を明らかにした
2111560	2117280	2023年内に発売予定のメタレイクの高効率コアをベースに
2117280	2119360	テストチップを作成し
2119360	2124880	リメン電源供給の有用性が確認できたという
2124880	2128040	本件に関する論文は6月11日16日に
