start	end	text
366480	376920	そうけど別のページに行く必要もなく同じ画面で見れるっていう 愛用できた ui をしますねそうですね
377520	384360	でこれ当然さんやってるんですか ああそうですねちょっと触ってみてましてはい
384360	392000	8そうですね まあその結構保守情報がわかるっていうのもいいですし
392000	399120	なんだろう朝ごはん食べるみたいなのとか あと朝を受けて水をいっぱいとか
399120	406720	はいなんかそうですね3時ぐらいになった伸びをするみたいな あのタスクがポップしたりして
406720	411520	いいですねやってみませんかーで提示される感じですね
412080	421080	よく30分に1回ね数歩立って歩くだけでも全然違うって言いますからね うんそうですね
421080	430000	のでそこら辺もあったりしてまあ非常にいいアプリですとまあ保持向けなんで ちょっとあれかもしれないですけど
430000	435280	気軽に試すことは難しいのかもしれないですけど はい
435280	440960	機会があったら触ってみたらと思いますはい はーいありがとうございます
440960	445680	じゃあ今日の本題行こうと思いますはい
447640	453640	1点目 ちゃっと gpt ブラグインというのがニュース
453640	460400	ニューリリースされました オープン ai の公式ページですね
460400	468760	8 ai 関係は本当にもう毎週毎週新しいものが出てきて常識を覆して言って くださるので非常に
468760	474120	私としては毎週喋っていることがコロコロ変わってないやこいつがあるのがあれ なんですけど
474120	481040	はい これはですねまためちゃくちゃすごいアップデートこの後に反すこともすごいんですけど
481040	487640	これはこれですごいアップデートで 今までチャット gpt っていうのはチャットライクな webui と
487640	492920	裏で動く言語モデル gpt の2階層だったわけですよ
492920	501000	ねえそこに対してサードパーティー製のプラグインを3層目として追加できます というのがこのアップデートです
501000	509960	でその3層目どこに入るかというと チャットの webui と gpt の言語モデルの間に入ります
509960	517720	今まで ラングチェインとかいう外部のドキュメントを取り込むようなそういう話とかして
517720	527880	チャット gpt をどうやったら拡張できるかみたいな話をいろいろしてきたんですけれども このプラグインによってその拡張が非常に容易になりました
527880	538520	どういったプラグインが用意されているかというとすでに100個くらいのプラグインが もう公開されていて企業ベースのもの個人ベースのもの本当に様々あります
538520	545520	でメジャーなところで言えば先日ちょ ちょろっと紹介したかなあの
545520	554680	サイト gpt って言われる特定の web ページをもとに gpt をかけるやつとか あとは pdf を対象に gpt かけるやつとかそういったのも全部
554680	562880	プラグイン化されてますし google 検索結果をもとに チャット gpt するっていうものですとか
562880	571040	ネット開発用のサービス 例えばパイソンのプログラムを web 実行できるような
571040	583640	そういうサービスがあったりするんですけどそういったものと連携して チャット gpt にこのプログラムを作ってその実行結果をこの環境でやってその実行結果を
583640	590720	もとにこういうことを判断してレスポンスを返してくださいみたいな そんなところまでチャット gpt でリクエストできるようにしてあったりとか
590720	601520	いうことで私がちょっと以前話してた各社 自社で頑張っていろんなこの gpt を使った組み込み開発をしていくんでしょうという話をしてた
601520	608880	と思うんですけど このプラグインの登場によってもうすでにそれは当たり前のように行われ
608880	618720	大量のプラグインがこの後投じられるはずなので 利用者としてはそのプラグインをどう使いこなしていくかというフェーズに入ってきました
618720	628800	一方で自社のサービスとしてさらに あのユーザーに再展開しようとするともう一つ壁はあるのはあるのでまぁそこをどうする
628800	636040	かというのは別問題に残るものの チャット gpt を使ってこういうふうに使えないかなああいうふうに使えないかなっていうの
636040	640800	をユースケース的に考える時代が
641040	649800	なんか個人レベルで終わり企業はこぞって自社のサービスのユースケースに合うプラグイン を競争して出すいかに早く出すか
649800	658680	いかにそのチャット gpt の中でデファクトになるかという競争がすでに始まって 8今から開発し始めるとすでに後発となってしまうような時代になっているって
658680	665320	感じですかね はいいやーやばい時代ですねとは思いますけども
665320	675040	早すぎる 早すぎるやっぱ公式が場を提供するのってすごいですね
675040	678800	えぐいえぐいこう インパクトはやばいっ
678800	685600	そうですね 何で届いたらいいんだろうあんまりいいあれが思い浮かばないですけど
685600	694200	なんかギットハブ以上な気がしますねギットハブは結局などこかしらから 選びに行かないといけないですけどこうやってなんですね
694200	704240	ストア的なのが提供されてしまうとそこで上位 くらい使わないとっていうかそこで検索した時に上位でてくるものパッとつくみんなが使って
704240	709680	しまうので まあそこで上位にいかになるように
709680	716440	リリースするかということまで考えてリリースしないといけないかなという状況に なってきている
716520	727200	そうですねこのフラグインは全部基本無料な世界になってて 今は無料でもいいからとにかく自社のものを使ってくれるのが大事という競争になってる
727200	734360	から まあなかなかすごいですねなんで例えるんだったら半導体系で言うとちょっと1世代前です
734360	741360	けど ARMが自社のそのアーキテクトを商品として出したと思うんですけど
741360	749720	はいそのアーキテクトを使っての実際の実装例を オープンにし始めたくらいの勢いですかね
749720	752600	そうですね
753600	758720	なかなかやばいですね ちょっと
758720	766760	このプラグインしかも使いにくかったらまだワンチャンあったんですけど チャット gpt の公式のアプリ
766760	775000	クライアントアプリ windows 版とかあったと思うんですがあれが正式リリースされて ベータ版モードにするとですね
775000	782320	チャット投稿部分にそのどういうプラグインを使いますかってポチポチ選択できるような GUI になってて
782320	789000	で 自分が使いたいプラグイン自体は別途設定でサブスクライブしとけるみたいな感じ
789000	798120	なのでスラックにプラグインとかアドオンを追加したのと同じ レベルの UI にもうチャット gpt の本家の UI ができちゃってるから
798120	803120	いやーそのプラグイン 部分は置いていってそのチャット周り
803120	808880	インターフェース周りで勝負するっていうのもちょっと 勝てないなーっていう雰囲気はありますね
808880	817680	あーそうですね なんかもうチャット gpt 商用権が本当にできてしまっている
817680	822200	そうですね ガーファーはこんなの許していいんですか
822200	825360	間違いない
825360	833320	公式アプリの話で言うと先日あの iOS 向けには正式版が出ましたね
833320	841480	アンドロイドにチャット gpt っていうアプリあるんですけどあれまだ公式本家じゃないので
841480	845360	あれは 賑やかしたから
845440	853520	そのうちってかこの勢いだとすぐ出すでしょ 出るでしょねー
854200	859240	という感じで チャット gpt さんが早すぎて
859240	870040	盛り上がってこんなことできるんじゃねとかいろんな妄想をしてたエンジニアたちは 愕然としながらこのチャット gpt の勢いを見守るしかない状態
870040	876600	ですか まあでもこれに食らいついていかんと本当に後発ならまだいいけど
876600	881080	パイを食えさえしなくなると思うので
883080	889640	まあ 私はいろんな自社の製品にチャット gpt みたいな
889640	897000	インターフェーズ入ってくるみたいなこと言ってたけど 本家のそのこのスピード感を見ていると
897040	906000	その どうやって自社の製品とシームレスにつなぐかっていう口がそのうちインターフェースとして影響されるから
906000	913800	その時にちゃんとつなげるようにするっていう 開発の方が時間軸的に合うかもしれんなとか思い始めてますね
914480	921320	インターフェース なんていうインターフェースだけ作っておくってこと
921320	927880	あそうそうそう例えばこのチャット gpt の api が
927880	934760	ウィンドウズ os に時間ネイティブ api として組み込まれるから
934760	940600	ウィンドウズアプリを作る人はそのウィンドウズのネイティブ api を叩けるように 実装しておいたらいいですっていう
940600	949000	アンドロイド os とかだったらアンドロイドのバージョンアップによって 新しい機能ができましたってなったら api だけ追加されて
949000	954120	各社のアプリケーションで頑張って api 叩いててってことになってるじゃないですか
954120	963640	それと同じ世界になる方が先で このチャット gpt をうまく組み込んでいベブ ui を作るっていう世界は
963640	968360	こないんかなって若干思い始めている
969000	976360	まあ使い方かなぁと思いますけどまぁ正しい は正しいかなとは思いますけど
976360	983240	なんかそのウェブブラウザー上で動くアプリでいいじゃんみたいな話 かなと認識したんですけど
983240	994200	まあかといって何でしょセキュリティ系の問題でウェブブラウザ上で動かしたくない みたいな人もあるともあるいると思うんでまぁ需要主題かなという気は
994200	996720	しますけど
996960	1003360	セキュリティ系問題もなぁ本当に解決しないのかな声の人たち
1003360	1008320	ちょっと期待過度な期待をするかもしれないですね
1010600	1018720	まあ今セキュリティ的に課題なのはデータフロー がパブリックのインターネットを通っていくんでどこにアタック
1018720	1023760	パスがあるかわからないっていう問題が一つと その
1023760	1033480	リクエストする先のチャットへ gpt のサービスが一つだったら当然 えっとその apa を裁く観点で他の
1033480	1044640	ユーザーとか会社のリクエストと混じったりとかあとはモデルから帰ってくる情報に 他社の情報が混じったりとかそういったところが懸念されているけど
1044640	1053000	ここで盛り上がったらその経路を各社契約して専用 戦火するとかをやっやり始めても不思議じゃないよなって
1053000	1056200	思わないですね
1057120	1064560	なるほどね まあそうなるとマイクロソフトがやってるような奴はなんかあれですね
1064560	1072080	わざわざそんな導入先でもパスだけ引けばいいじゃんってなってしまうんで そうな苦しくなりそうですね
1072080	1079840	逆輸入するんじゃないですかねあーマイクロソフトがオープン ai がはい ああそっかオープン映画はが別で
1079840	1087840	あのアズルみたいな感じにする ああそうオブエアイで普通にアカウントを作るだけで後ろではそのアズルの専用の
1087840	1096280	インフラがパッと作られてまずの場所ここですっていう まあ確かにそっちの方が使いやすいはなっていうのがあるか
1096680	1098720	はぁ
1098720	1108000	とか言い出すのかなーってなると あの石鹸力が高すぎてしばらくマイクロソフト一挙になってしまうんですけど
1108000	1118520	困りましたねまあまあまあまあまあまあはい はいまあこうそういうインパクトのある話の後にもう次の話題も ai なん
1118520	1122240	で続けていっちゃおうと思います はーい
1122240	1130280	はいこっちは pc ウォッチの記事ですね エヌビディア gpt にな ai チャットボックスの行動規範を定義する
1130280	1139440	ネモガードレールずネモでいいのかな オープンソースで提供ということでエヌビディアがあのガードレールを出してきました
1139440	1150600	兄もかにもガードレールを出してきました これ何がすごいかというとですねえっとさっき話してきたチャット gpt っていうのは
1150600	1158040	ラージラングイージーモデル lm って呼ばれているんですけどそういった lm 対応の
1158040	1161120	8ガードレールでそう で
1161120	1174760	どういうニュアンスかというとですね私たちがその gpt とかを製品に組み込みたい場合 その gpt を使ってユーザーの
1174760	1183040	耐久よくしたいと ユーザーとしては自然言語で解釈してくれるんだから今から扱おうとしている製品の
1183040	1193720	情報だったり使い方だったりはたまた その会社が手掛けている他の商品によるソリューションをすべて網羅的に解決
1193720	1202760	提案して解決してほしいと思ってリクエストすることがあるわけですけども 素直なチャット gpt そのを使うと
1202760	1209960	解決策として生じされる中には他社製のものによる解決策も含まれますし 全くとんちんかんな
1209960	1220840	かつ自社ではない情報源をもとにした回答してしまうこともあり得ますと 一方で特定のサービス向けにすごく制限をかけてそれも分かれませんあれも分かれ
1220840	1230560	ませんって言ってるとこの会社のこのインターフェースに聞いているのになんで 同じラインナップシリーズのこの情報が出てこないのみたいな形で
1230560	1238240	せっかくの自然言語で聞いているにもかかわらずすごく 応答の体験が良くないと感じてしまう
1238240	1250400	で結局技術サポートに問い合わせたりみたいなことになりかねないのである程度の 範囲を持って8 gpt からの回答を期待したいっていう組み込み方になるんですが
1250400	1257360	実際これまでのこのにもガードレールがない世界だとその設計というのは非常に 難しくてですね
1257360	1266640	まあリクエストする前にあのこのリクエストはこれくらいのことは許容できます あんなことができますこの情報までは参照していいですこっちにも参照しないでください
1266640	1272640	とかそういうルールをこと細かに決めて投げるみたいなことをするしかなかったんです けれども
1272640	1281240	gpt にはですね1回に受け付けられるトークンの数 その単語の数っていうのに条件があるのであんまり細かいルールをいっぱい散りばめても
1281240	1286320	トークン数が結局足りなくなってユーザーの質問に答えられないとなってしまいます と
1286320	1298320	いうことがあったのでなかなか今私が言ってたような実製品の組み込みのそういった 範囲を狭めるということは難しいでしょうと言われてきてました
1298320	1304960	がこのにもガードレールはまさにそこを実現するツールになっています で
1304960	1315240	実際にどうやってそこを実現しているのかというのは 申し訳ないですけど私も専門家じゃないのではっきりわからないというのが正直なところ
1315240	1322920	ですけれどもそういったガードレール 範囲を狭めるということができるインターフェースを備えています
1322920	1332960	実際サンプルプロジェクトがあのウェブ上に転がっているので私の方で軽く試した感じでは 比較的わかりやすく設定できます
1332960	1344320	えっとテキストファイルで挨拶に関することを入力された場合という条件に対して こんな回答をしてくださいっていう回答範囲をいくつか数パターン用意しておく
1344320	1348960	あの まあ先日のうかがが的って言ったらあれですけど
1348960	1357960	こんにちはっていう入力に対して3パターンランダムで返すみたいな実装てくれがでは よくやってたんですけどそういった書き方をするだけで
1357960	1365880	よかったりだとかあとは制限系ですね えっと政治に関することはダメとか経済
1365880	1373160	特に株に関することはダメとかそんな形で えっと性これは返してはいけませんみたいな
1373160	1380720	ルールをいくつか書いておくとそれをリクエストされた時にそれについては私では 対応できませんっていうようなレスポンスが得られるようになったり
1380720	1391120	ていうことで非常にあの 設定の仕方と利便性についてはもともと期待してたところになっているかなというところで
1391120	1394480	まあ n ビリアは
1394480	1402640	なぜそれができるのかは正直わかんないですけど 非常に優秀なツールを出してきたので紹介です
1402640	1407520	はい 山ジェットをやってんって感じですけどまぁ
1407520	1413280	すべてのユーザーはこれを入れたがありますよね 早くも違いないですね
1413280	1420720	先週だったかなあの えっとウイルス対策ソフトの会社が出せばいいじゃんって言ってたようなもの
1420720	1427640	n ビデオが出してきたということでそうです なるほど n ビデオカーという感じですけど
1427640	1436520	そうですねそうですねでも言ってた通り構造的に内部的にはデータを持ってないと 入れるようにならないので
1436520	1447880	どうなんですかねやっぱりそのファイヤーオールみたいな感じで 変なのが帰ってきたら強制するように内部で応答して安全だと確認してから通すとか
1447880	1456400	そういう処置をしているのかなぁと妄想がはしますけども そうですねナンフがしている可能性はあります
1456400	1467840	例えばまあ lm じゃないんですけどその文章からカテゴライズしたりとか そういうその言語モデルっていうのは昔からあるんですよね
1467840	1473640	その動物の話をしているとか政治の話をしているとか 気度愛楽を
1473640	1481440	示すとかそういうのもありますし暴力的表現かどうかをフィルタリングするモデルとか まあいろんなその
1481440	1492920	言語振り分けモデルっていうのは過去にいっぱい作られてきているのでそういった モデルを何回か応答を繰り返して通し直してみるっていう
1492920	1498840	シーケンションの処理が走っている可能性は高いですね ただ
1498840	1509200	そうだと仮定しても結局そういうのって何点だから打率が100%じゃないじゃないですか その通りですなので
1509240	1518720	まあこのツールは いや必須ですけども必須ですけども100%じゃないのをどう保証するのかなーって気はせん
1518720	1526680	でもないけどまぁでもあれかな95%をクリアできるんだったら別にもう その
1526680	1532800	クレートリスクとベネフィット考えたベネフィットの方が高いからこれ使うわーっていう 結論になるんかな
1532800	1542400	わかんないです多分今おっしゃってはことは100正しくて 90%80%くらいの角度にしかならないのはイエスです
1542400	1553800	ねえ実際これを使ってみたっていう記事いくつか読んでみたんですけど ギリギリ遠い範囲を攻めたらやっぱり普通にレスポンス得られましたとか
1553800	1560560	いうのはすでにわかってますし まあ当たり前しか日本語対応しないで日本語とか別言語
1560560	1567880	そのモデルが モデルかじゃないなこのガードレールが比較的弱い言語でしゃべるって言うことをする
1567880	1574080	と回避できるはいなるほどね エレルが回して返せるんでっていう
1574080	1578440	あそうそうエレルの方が賢いんだよって言う なるほどね
1578440	1590120	でいうそのやっぱりこういうガードレールを超える方法というのは存在するので セキュリティチームからするとそれではダメだよって言ってくる可能性が高いですね
1590120	1595720	なるほどね 難しいですね
1595720	1608040	そこが通ってしまうようなレベルはもはや ng フィルタリング難しいでしょうしそうなんですよ そうなんですよなんか自前でフィルタリング機構を作る意味はあんまないですよ
1608040	1616120	山なくてすいませんわかりませんってやばかったら返してほしいんだけどもそれができる ないかなっていうのかなぁ
1616120	1626120	ガードレールの書き方で言語を絞って かつ言語の理解度の高いモデルが出てくればとかあるのかもしれないですね
1626120	1633240	まあそうですねまあでもそれって まあ入れこのにいもちさん自体も llm だと思うんですけど実
1633240	1640760	そう その本体のチャット gpt よりも賢い llm をつけなきゃいけないってなると
1640760	1651400	かなり大変というかそれはそうですエコーリソースがバカみたいになっちゃう なんか何やってるんだっけ俺って感じみたいな感じになりますよねそれ
1651400	1653960	そうですね
1654560	1662440	まあちょっとはいあーどうぞ別のアプローチとして今後 日本語系だと期待されるのが
1662440	1666440	あの 昔からあったりんなさんって覚えてますなぁ
1666440	1674240	ai の あれの中で学習してたモデルが戦時とオープン化されました
1674240	1685000	オープンソース化されましたねえっと期待されているのは まあこうやってチャット gpt で lm がまあ話題になっていく中で
1685000	1697680	どう足掻いてもこの lm のモデルの進化というのは英語を的な進化が率先されて やっていくのでこの lm のモデルの最も数の高い結果を得ようとすると
1697680	1708600	基本的に英語で投げるというのが主流になりますと 一方で日本語モデルとしていろんなにその日本語的アタックを受けて学習し続けてきた
1708600	1712200	りんなのモデルっていうのが
1713160	1726520	その一般ユーザーに対する受け答えのモデルとしては必要十分である可能性があって そのチャット gpt のフローとかを見ながらモデルを差し替える
1726520	1730320	というユースケースが出てくるでしょうと
1730600	1740400	azure がやってるオープン a サービスもチャット gpd 使えますよって言ってるけど ユーザーが追加するカスタムモデルの登録とか普通にできるようになってるんですよ
1740400	1749120	なんでえっと今までそのチャット gpd のところで今まで国のチャット gpd のところで今まで
1749120	1754800	英国のチャット gpd ところがそうやってオープンにしていくとえっと
1754800	1765320	ユースケース別モデル選択っていうのがあり得るようになってくるのでそのモデル次第で このガードレールの必要性だったりとか
1765320	1772200	あの求める機能レベルっていうのにまた段階的な差が生まれてくるので もしかすると
1772200	1783000	a まああの今言った無限に何かいろんなことを考えて結局は落とした頃が80%になら なきゃいけないっていうところから一歩抜きんでる
1783000	1790840	組み合わせっていうのが生まれてくるかもしれないかなっていう感じです なるほど
1790840	1793880	まあ そうか
1793880	1804960	できそれも何か思いませんできればいいけどできるかなって思ってしまいますけどね わかんないですねわかんないですねうん
1806280	1816160	いうことでまぁこの1週間でこの2つの劇的なアップデートがあった ai の世界は来週何を言ってるのか全く想像もつかないですけど
1816160	1824280	はい 引き続きを追っかけてなるべくその時その時の最適解を選べるように頑張っていき
1824280	1828840	ましょうというくらいですねはいそうですね
1829680	1832880	以上ですはい
1833880	1846120	では次私の方から3件ニュースさんの記事です エプシロン失敗原因究明終了次世代型を来年度打ち上げているタイトルの記事です
1846680	1855880	昨年10月に打ち上げに失敗した小型個体燃料ロケットエプシロン6号機について 文部科学省の有識者会議が19日
1855880	1866520	指定制御装置の燃料タンク内の部品が製造時の不具合で損傷し 配管を塞いだことが直接の原因だったなどとする報告書をまとめた
1866520	1879480	当日省内の対策本部に報告し原因究明作業は終了した 報告書によると損傷したのは燃料タンクの内部を仕切るゴム膜でタンクを組み立てる際
1879480	1888080	固定する器具の隙間に噛み込みが生じて一部が破断 燃料が通る配管をゴム膜が覆い燃料が流れなくなったという
1888080	1902240	大型機体燃料ロケットのH3・H2Aでは同様の事態が起こる心配はないとした 再発の防止策として現在開発中で来年度に打ち上げる予定の次世代型エプシロンSの燃料タンクは
1902240	1912920	現在のタンクの設計を変更するか噛み込みが生じない設計のH2Aのタンクを活用するか いずれかを検討するよう求めた
1912920	1924440	また失敗の背景に燃料タンクは1990年に開発され これまでにも衛星に使用されてきた実績があることによる安心で確認不足があったと指摘
1924440	1931360	今後は実績のある部品でも改めて十分に確認を行う必要があると指摘した
1932320	1946720	ということで昨年10月に失敗したエプシロンロケットですね こいつの自己調査委員会がようやく終幕となりましたという感じで半年かかりましたねというところですね
1946720	1955640	半年かかりましたけど半年で分かり切れたっていうのはある意味幸運なのかもしれないですけど
1955640	1965720	まあ原因としてはゴム膜というか そうですねタンク材の部品の破断によるものということで
1965720	1972760	修理するか別設計を使うかというのを検討するようですという話です
1977560	1979800	難しいなぁ
1979800	1989040	いや普通の 製品の考え方で言うとまあそんだけ長いことを使い回してりゃたまにはそういうこともある
1989040	1993520	あるくらいの気持ちにはなるんですけど
1995240	2005080	そうですよねえっとかといってロケットっていうのはまあ そのあのスペース x ぐらい打ち上げられればいいんですけど
2005080	2012040	そういうわけにもいかん日本事情では万に一つも失敗したらあかんとまあ95%ぐらい 欲しいよねという
2012040	2022520	万に一つではないですけど95%とまあそんな感じなので まず間違いなく打ち上げられる状態で打ち上げたいという現状
2022520	2034480	に対して壊れてしまったとまあダメですねと言われるとダメなんですけど 今後は実績のある部品でも改めて自分に確認を行う必要があると言われてもなぁという
2034560	2041040	そのどう見ても目視検査無理なんですよねこれ えーっとそうなんですよに
2041040	2046760	てい えっと多分ゴムが気持ち歪んでるかも見えないな
2046760	2051920	くらいしかわかんないそうですねこれなんかその 休憩の
2051920	2063440	ボンボンベリーなくてタンクかタンクを作るときに えっとワン型を2つ重ねるで急にするとでそのワン型を2つ重ねるときに
2063440	2070680	間にゴム枠をつけていて えーっと片方は燃料なんだったら忘れちゃいましたけど
2070680	2076920	なんか左右に別の燃料を入れるという形使うみたいな感じだったと思うんですよね でその
2076920	2086960	ワンを重ねて球状にするときに噛み込みが発生したと思われるという話だったと思うので えっと作ってしまうとわかんない
2086960	2092880	そういう状況だった気がしますから外からわかんない
2092880	2099160	わかるとしたらなんか x 線かなんかで 断面解析するしかない
2099160	2106320	まあどうなんでしょうね密閉されているはずなんでエアーか何か入れて 漏れないかどうかね
2106320	2112600	ああそうだね圧力とかその辺のブレがあるかとか いやでも
2112600	2120400	いやー俺が開発中だったらそこまでやるいいやろって言う 気がしますしまあ
2120400	2126000	先ほど言ってた通り大丈夫だったんでいけるやろう という感じになるでしょうね
2126000	2131360	工程は特に変えてないんだろうしねこの内容からすると
2134080	2136640	厳しいなぁ
2138000	2145680	まあなんでまあ本当に 得られたデータには満足していますと言って次にいければいいんですけど
2145680	2152320	はい そういうわけにもいかないのでまぁちょっと頑張るしかないですねと言っても
2152320	2162160	現実的な取り入れるポジションとしては本当にさっき言ってたように 選挙を編集するか神込みが生じない h 2のタンクを活用するか
2162160	2173960	でしかなくてその変更案2つが本当に正しいかどうかも まあ確認するぐらいその破断がないか確認するぐらいで
2173960	2180000	もしかしたら隠れている 別のインシデントは救い取れないかもしれない
2180000	2185200	っていう危険は常にありますよね ありますね
2185200	2195160	なんかはい改めてあのジャックサの資料とかも見てるんですけど はいけっこのその1つの部品だけで
2195160	2203160	えっと一応2つの検査工程があってはい 寸法の全検査
2203160	2207600	と ロシール部漏洩検査の2つあって
2207600	2212920	はい その検査方式では今回見つからない
2212920	2216880	問題で 理由として
2216880	2225480	このレベルの噛み込みで出てくる寸法 誤差が検査基準の内側にあったのでっていう
2225480	2230080	ことなんだけど そんなわかるわけない
2230080	2238640	うーん難しいですね って感じではその検査基準で問題なかったからそれを見直す必要性がないと考え確認
2238640	2244520	不足していたってコメントしてるけど そりゃそうじゃないって
2244560	2254600	ちゃんと寸法が反差のちゃんとパチッとはまりました で漏れも発生しませんでしたって言われるとねっていう感じですよね
2254600	2256920	そう
2257920	2266680	色漏れの方については漏れの検出 検査の仕組み自体が今回の漏れを検出
2266680	2276080	今回の問題を検出できるものではなかったっていう 多分その左右の厚さを作るじゃなくて全体に厚くかけて
2276080	2281720	外部への漏れが発生するかどうかっていう検査だったと思うんで
2281720	2285080	いやーわからん
2286800	2292600	難しいねーって感じ 難しいねー
2292760	2300720	一般企業でここまでやったらようやったって言いたくなるけどなぁ 逆に過剰な検査コストだから減らすって言われるレベルだった
2300720	2308400	多分言われるどっちかだけでええんちゃうのっていう 利益でええんはこんなもんって言われると思いますけどまぁそういう業界ですから
2308400	2313440	ってとこなんですよねー すごいねー
2313440	2315760	いやー
2316400	2325320	まあはいという感じでイプシローンに関しては今後打ち上げる見通しが経ったということで来年度打ち上げれると嬉しいですねという感じです
2325320	2330160	やっぱもう来年になっちゃうんだよね まあそうでしょうね
2330160	2337320	で えっとまぁ余談ですけどH3さんもこの前失敗しててこれはこれでまた
2337320	2343280	自己調査中なので なかなか大変ですねという感じですね
2343280	2349080	そうですね まあだからこそこの前のH3は本当に本当にいろんな意味で辛い
2349080	2353680	辛い失敗でしたけど まあでも現実を
2353680	2359080	現実はここなのでここから頑張っていくしかないですねという はい
2359080	2361760	はいです
2363000	2366280	じゃあ次行きましょうか
2367440	2372320	えー ロボットハンドに頭脳を与える近接核センサーがいよいよ量産
2372320	2377320	2023年7月発売ということでもの一層の記事です
2377320	2387880	えっとシンカーは2023年5月16日 初の製品となる近接核センサーTK-01を同年の7月31日に発売すると発表した
2387880	2395480	価格は24万2000円で5月23日から受注を開始する 2026年度には10億円を超える売り上げを目指す
2395480	2405440	シンカーは大阪大学大学院基礎工学研究所研究科助教でシンカー取締役の 小山雄介氏が
