start	end	text
195900	205260	っていうのは呪文でもワンパッケージになっていて 結局のところそこの要素を取り出すと再現性がなかったりみたいなところ
205260	213580	が結構テキスト2イメージで難しいところかなと 要素ですねなんで似たような呪文で似たような絵が出てきたから
213580	219140	この呪文をちょっと改変すればの望みのものが得られるだろうと思っても実はそうでは ないとか
219140	230020	傾向としてはベクトとしては似通るんですけどなんか思ったものと違うみたいなところ いろいろあったりするんでまぁそっちよりはもっと大規模に
230020	237460	追い込み寮をする というのはテキスト2イメージとしては正しいのかなと思いますけど
237460	244500	あの計算コストバカ食いですねという感じが どうせねあのゲーム最近できてなくて
244500	255100	PCのGPUリソースを腐らせているだけだから全然いいかなという気がするし まあ仮想通貨を掘るよりはまあなんて生産的なのかもしれないですね
255100	262460	そうですね さっき出てきたチャットGPTと一緒に開発しているのと
262460	273060	今回はGitHub Copilotという以前も紹介した開発補助2 AIみたいなもんを合わせてやっています
273060	285140	でチャットGPTに主に任せているお仕事としてはその乱数の生成元ですね そのプロンプトでプロンプトというかテキスト2イメージで渡す呪文には
285140	295060	例えば男性か女性か髪型がどんなのか目の色が何なのかとか服装何なのかとか そういう細かいいろんな乱数
295060	307740	があり得るわけですけれどもその乱数の元となる英語っていうのを調べるの結構大変で 例えば服のパターンってどんなものがあってその服っていうのはどういう英語名
307740	313220	なのか 他にはないのかっていうのをいろいろ調べるのがくそめんどくさいと
313220	321220	でぶっちゃけ60.70って間違ってるもの混じっててもいいけどそれなりに網羅性のある リストが欲しいってなるわけですね
321220	330500	そこでChatGPTに服のパターン アウターのパターンとかトップスのパターンとかそういったものを全部
330500	340900	Pythonのプログラミングコードのリストとして抽出してほしいとか こういうフォーマットで抽出してほしいみたいなのをひたすらリクエストして帰ってきたものを
340900	351300	どんどん乱数パラメータに加えていくみたいなことで開発をしてて 手元の実装ではそういったリストが大量に作られていくのを
351300	360900	解析というかパーストして 自由に取り出してプロンプト用の文字列に組み替えてリクエストするっていうのを
360900	373420	コパイロットと一緒に作るみたいな そんな感じのことをやってみてました なので結構AIありきの開発っていうのをいろいろやってみてたわけですが
373420	382340	まあなかなかこの開発体験は今までとは違う劇的な変化だなぁと思って とてもよく感じてますね
382340	388900	どこらへんが劇的ですか えっと
388900	398340	最初のプログラミングの実装っていうことをゼロから始めた時に 今言ったようなタスクがいくつか発生するんですよね
398340	405340	まず メインとなるその API リクエストを実装する話
405340	412900	そのリクエストする元データを作る話 それが正しく期待通りの成果になっているかっていうデバッグっていうこの
412900	420900	3つがあり得るわけですけど 今まではそれをシーケンシャルにやるしかなかった 自分が一人しかいないんでまずデータ揃えて
420900	428900	じゃあこのデータに対してどう実装するか考えて ちょっと動かしてみて あー違ってたってデバッグしてっていうのを3つやるんですけど
428900	437180	デバッグはそのステーブルディフュージョンにとりあえず食わせて 画像が出てくるまでブンバーし続ける
437180	443700	そのプロンプトが途中であろうが間違っていようか API のリクエストが間違っていようがその辺は気にせず
443700	448500	それぞれリクエストしてさっさと画像を作らせるというのを投げておいて
448500	456580	元データもいろんなパターンあり得るんだけど カテゴリ別に分けてとりあえずリストを順番に作るように
456580	465540	チャットGPTに投げておいて その2つがまだ応答待ちの間だけメインで自分が実装するみたいな感じになるんですけど
465540	474540	メインの実装も提案されたものが合ってるかどうかを見るだけなんで その隙間時間で十分実装が進んでいくっていう感じになるから
474540	479260	かなり生産性が高い 開発になりましたね
479260	486900	なんかだいぶ本当に面白いですね 1行も変わらないコードをううううなりながら見るという
486900	499780	体験じゃなくなっているという まさにAIって感じですかね 人が指示を出してAIくんが作ってくれているのをある意味見守るという感じが主なメインタスクになっている
499780	503980	という雰囲気がありますね
503980	508500	確かにそう考えると劇的ですね
508500	518820	これ私最初だから多分あんまり効果的に使えてないと思うんですよ まだ使い始めて1日2日とかなんで
518820	526780	それでこれだけ生産性上がってるから これ使いこなせるようにもしなったらちょっと
526780	533220	世の中のその開発とは圧倒的に生産速度が変わっちゃうので
533220	538780	これは勉強しないわけにいかないなという感じですね そうですね
538780	550940	なんか本当に現実世界ではありえないぐらいの回転数が出ているので なかなかそうですねそれ用の勉強が必要ですね
553300	560580	実装においては単体テストもそのKitHubコパイロットとかが書いてくれるんで
560580	566380	そもそもそのコードの品質も別にそんなに低いものができているわけでもないっていう
566380	569580	というのもあるから
569580	576940	やっぱりすごく良いですね 現実のその会社でやってるような開発に落とし込もうとして足りないのは
576940	582620	デバッグ系のところですかね ステーブルディフュージョンの代わりになるような
582620	590340	相手がいればいいんですけど そこがもうちょっとできてくると変わってくるかなと思うんですが
590340	599620	一方でその先日話したようなマイクロソフトのM365のコパイロットとかも出始めてますし
599620	607860	Power Automateコパイロットとかでも実際には使えるでしょうから ちょっとずつその開発対象
607860	614900	最後の出力を出す機構自体も ある程度モデルとして動くようになってくれば
614900	623500	この開発はブースされるだろうなって感じですかね そうですね本当にやりたいことを自然言語で打ち込んだらもう
623500	629740	あの完成された コードが出てきてそれのデバッグまでやってくれる
629740	637940	デバッグというか改良までやってくれるという 再起性のあることをAIがやってくれる
637940	644980	そうですねそこまでいけば本当に 開発環境が変わるでしょうね
644980	651580	という感じなのでちょっと少しずつ勉強していこうかなと思った次第 はい
652100	659620	ちょっと長くなっちゃいましたが枕はこんなものにして 本題の方いきたいとおもいます
660500	662900	1点目
662900	672420	イーロンマスクはAIラボにブレーキをかけるよう促す公開書簡易に署名しますというタイム の記事ですねこれは日本グーグル日本語
672420	684540	翻訳を通しているので日本語が伝えないのは承知の上なんですけれども 内容としては先ほどまで話していた ai 関係の話で
684540	694820	gpt 4をはじめとして ai を利用したいろんなサービスですとか開発っていうのがすごく 活発化してますと
694820	706900	この gpt 4が提示してくるプログラミングコードを吹く ベースとした開発も盛んに行われていて加速度的に変化しようとしています
706900	716340	いう中でこの ai の ai 自身の開発を一定時間停止するべきではないかというような 署名運動があり
716340	722100	それに 8イーロンさんも署名しているという話です
722100	730740	そもそもなんでそんな署名活動が行われているかというところなんですが現状の オープン ai の開発チームも
730740	741140	この gpt 4の爆発的な利用については想定外のところであって ハンドリングかにない状態になりますと
741140	752900	いやあらゆる人がまあ api 公開も含めてですけど公開された api を通じて 予期してなかったあらゆるサービスが登場してきていてそれらのサービスが
752900	762020	社会に与え得る影響というのが何も見通されておらず こんなんできたら面白いよねというものだけがひたすら
762020	770740	突き進んで家族的に入ってきているので そのままだとどういう社会問題を逆に引き起こしかねないのか
770740	784300	でそれが起きた結果結局この ai は全面的に停止するべきとなることが懸念されてしまうので 一旦社会インフラとしてこういった ai はどういうふうに使われるべきでどういうふうに
784300	791260	運用されるべきでという えっと規定を引いた上で改めてちゃんと開発する
791260	803460	まず一時的な停止を解除してちゃんともう1回 ai の開発を ちゃんとあのルールが揃った中で進めていけるようにしたほうがいいんじゃないですか
803460	808340	という話ですね なのでこの署名もあの松見には
808340	821540	えっと絶対やるなっていう意味で書いてあるわけではなくて 社会への解滅的致命的な影響を避けてちゃんと ai を社会のために開発していける土台を作り
821540	829260	ましょうねというような 意味合いで締めくくられているので比較的ポジティブな署名ではあるんですけれども
829260	840220	まあこういう動きがあること自体は理解した上でその先ほど a 素晴らしい会社でも やるべきみたいな感じのしゃべりっぷりをしちゃいましたが
840220	850460	まあ えっとやはりルールが敷かれてから取り組むっていうことも会社のポリシーとして一つ
850460	858220	重要なポイントだったりもすると思うので こういう話は気にかけてもいいのかなと思って紹介です
858220	860620	はい
860940	867740	えっと進行の話をしていいですか 進行の話をすると
867740	875820	えっとあの政治やなんで気にせんでいいかなって思いますという結論になるんです けど
876300	879820	ああああああ 何ですかね
879820	882820	8 まあ
882820	892020	どこから行ったものかという感じなんですけどまぁこれが政治であるっていうのは まあ半分ぐらいはあのうなずいてくれるかなと思いますけど
892020	898660	a 100政治はい止めるべきって言ってるのは8
898660	912060	自分たちが制御できるものを作るまで止めるべきと言っているだけなのでえっと あの要は自分たちがお金にできるようになるまで待ってくださいと
912060	923740	言って待たなかったら8は抜けがけしたって言うぞって言ってる だけなんですよねというところがまあ前提としてあるのでそうです
923740	937940	はいでおっしゃる通りで世界全体が技術競争技術戦争が始まってこれに打ち勝った国は 勝ってしまうくらい次の何十年間の勝ち組みになれるくらいのインパクトのある話
937940	946780	だから ちょっとアメリカとしては今までね先端を言ってた国としては見過ごせねーよって言いたい
946780	954580	っていうのを感じはしますねまあなんでその 地獄の利益としては分かるんですけど
954580	962860	えっとこれ言って合意が得られるわけないとわかってるのにこういうこと言うっていう のある種の敗北宣言だなぁと思っていまして
962860	972220	はいえーっとそんな合意せずにやるところは絶対いるわけですよ で8そこに
972220	980780	実際に止めようと思った別の方向の圧力がいる必要なわけでそれのお膳立てとしては これは使えなくはないんですけど
980780	989860	そこまで有効じゃないなと思うんですよね まあその別の方法的人的圧力とかそういう感じになると思うんですけど
989860	998620	でえっとまぁそれをわかった上で言ってるって言うことは8 これを言ってとりあえず
998620	1009500	セロンがそっちに傾くことを恐れて 開発を止めてくれる気のいい人がいるといいなというレベルでしかない
1009500	1018100	なぁとそう思うのではい 戦う気がない企業はうなずいてくれるんじゃないですかねそうですね
1018100	1025500	で s 結果としてそこの企業だけai 開発が遅れるっていうことになる そうですねでまぁ
1025500	1031060	そういう意味では 言いはんよりはいう方がいいけど
1031060	1036500	なんだろうなぁあの まあまあ実際ただしなぁって言っ
1036500	1042900	感じですけどなんかあんまり真面目に聞く気になれないなぁという 印象ですね
1042900	1052100	と私は思いましたそれはもう間違いなくはい では先ほどのステーブルディフュージョンの話にちょっと戻っちゃいますけど
1052100	1060580	えっといろんなモデルがいろんな融資の人だったいろんな組織によって作られて 公開されているものを非公開なものいろいろあるんですけど
1060580	1069220	利用ライセンスももちろんセンサー版別でその中には商用ライセンス 商用利用付加っていうようなライセンスもあったりするんですね
1069220	1075980	はいでまぁそういう話があると当然企業としては使いにくいわけですが そういうものが
1075980	1090540	とてそれ自体がすごく評価された2週間後にはそれを模した商用を利用可能な アングラな感じのモデルが公開されてですねみんなそっちに人口が流れているということが実際に
1090540	1096380	起きているわけではい 何の効果性もないというのはおっしゃる通りかなと思います
1096380	1100460	そうですね なので
1100460	1108420	えっとまぁ 過ぎ去った過去のもしもあらかじめ言っておくとこういう事態になる前に先に囲っ
1108420	1113780	ておく枠組みを作っておくべきだしたねっていうのはまあ あの
1113780	1118380	まあ オールドスタイルな会社ならそういうことをやってましたねと
1118380	1130980	いう話ですけどある意味マイクロソフトは囲ってた側にいるから今バンバン新しい リリースをしてきてて注目を浴びまくっているという状態ですからそうですねはいでその上で今できる
1130980	1134500	ことって いうのは
1134500	1142300	えっとまぁ あのつべこべ言わず早いとこ魅力的なアプリケーションを出すしかないやなっていう
1142300	1151060	感じかなぁと思っていますはい確かにそのアングラーのところが問題だなっていうのは 実際問題だとは思っていて
1151060	1158460	えっとそれでその役を持っている人もいると思うんですよね まあでもそこらへんてあの mp 3の話しっかり
1158460	1165780	昔からある程度同じようなことが起こってきた話なので そうやっぱりそこらへんの
1165780	1171460	歴史に学んでなんか あの最適解を
1171460	1180540	早いところを出しするまあそういう意味で言うとマイクロソフトのアジュールとかは あれはすごくうまいモデルだなと思いますけど
1180540	1184420	ああいうことをやる
1184620	1192180	ことが まあ成功法だなぁと思いますねはいそうですね
1192180	1199780	ん まあなかなか日本の企業は様子見なところが多い中ですけどあのソニックさんは
1199780	1207100	あれですねちょっと gpt を全面 ok って言うのを出しましたね ああそうなんですね
1207100	1216500	すごいそれはへないリスクはある市場フォロー a リスクは承知の上で 全面利用はいはい
1216500	1222300	うーんどう それはマイクロソフト側のやつを使うとかいうわけではなくて
1222300	1227540	オープン ai のでもオープン ai をそうなんですね
1228580	1233420	だいぶ思い切ってるのだいぶ思い切ってるなぁと思いますけど まああの
1233420	1242900	リスクとベネフィットを考えてそっちをパソニックさんが取られてたって言うんだったら ありなんじゃないかなと思いますけどね
1242900	1248980	私もかなりいいなぁと思いながら 見てますが
1248980	1250740	こういう その
1250740	1259620	なんだろうどう使うべきかっていう悩ませてない組織は少ないと思うんですよね こういうのが出てきて劇的に変える
1259620	1267500	これまでもおっしゃる通り技術がそのビジネスをひっくり返す 常識をひっくり返してきたわけですから
1267500	1276500	今回のこの ai もまあ それなりの新聞を読んだりするマネージャー層や経営層はある程度
1276500	1282260	こいつらについてどうするべきかって頭をなましてないわけがないと思うんですよ はいはい
1282260	1289060	ねー まずはとりあえずこれがどういうもので使うべきかどうかリスクはどうか
1289060	1296820	使うんだったらどういうルールを社内に行けば使わせられるのかっていうことに対しての調査 は指示出しているはずですけど
1296820	1303220	その調査レポートを見て 手が止まっている企業っていうのが私の今の
1303220	1311340	まあ実際そうでしょうねはい 情報はモデルとして再度取り込む可能性があるし
1311340	1322420	a 社がリクエストしたこのプログラムについてチェックしてくれてチャット gpt に投げて そこで返してきた返答が b 社の使ってるチャット gpt の方に
1322420	1330780	同じレスポンスが帰ってきたっていうのは実証済みなのではい a 社と b 社の情報が切り抜けになるっていうのはもう
1330780	1338340	そうそういうもんですはい そういうのがあってでもなおよしっと踏み切れるかどうか
1338340	1345180	うん まあそうですねそういう意味でとパノスニックさんがどういう判定をしたのかわかんないですけど
1345180	1353660	まあその高度自体よりも成果物の方に重視したのか それとも回転数の方重視したのか
1353660	1361940	まあそれともまあその開発環境を整えるということ自体を重視したのか わかんないですけど
1363820	1371580	考え方はいろんな 理由付けできるかなと思っててはい先ほど言った通りコパイロットとかでかなり提案さ
1371580	1381660	れてくると中途半端な人が中途半端な人があってかなり多いけど プログラマーの8割くらいの人が書いた実装には価値がない
1381660	1389780	はいもうコパイロットが提示する実装以上にならないからはい その資産を守る必要ってどこまであるんですかっていう
1389780	1393500	まあ実際それはあると思いますよね うん
1393500	1401860	あの まあ物理側もそうなんですけど再現性のある制約を設けるとまあ再現性のある回路になるようにとかは
1401860	1404900	あるのではい
1405620	1413020	物性が絡むとねまあもうちょっと複合的な 理由が出てくるものもあるので
1413020	1417700	無線とかは特にだとまあまあまあはい
1417700	1427500	プログラミングのソース行動に至ってはかなり コパイロットの方が優秀っていう側面がどうしてもあるのでそういった中で
1427500	1433580	パナソニックさんの大手とかだと基本的には外中にうまく指示を出すっていう仕事の 仕方
1433580	1441220	はいポジションを取られている組織にとっては価値がないうん そうですね
1441220	1447780	なんでまあそういう割り切りとかは全然ありかなぁと思います
1448780	1457620	まあ逆にそういうソフトウェア開発しているところにとっては同じようにその顧客 が
1457620	1468140	顧客がっていうかその使用を指示出してくる組織間の競争に打ち勝つために チャット jpt を使ったような開発をして回転率を上げろという指示が来るわけじゃないですか
1468140	1477540	はい将来的に入ってそれにうんと言えるようになるためにどうしたらいいのかが結構 悩みの種でうん
1477540	1486820	もちろん簡単にうんとは言えるんですけど そのうちですねコパイロットが出してきたものに対し不可価値がつけられなくなるんですよね
1486820	1499980	自分で実装し続けているわけではないのでコパイロットが出しているものがどういう意図で どういうところに使えてどういう用件まで満たせるものなのかっていうのを読解できる能力が足りなくなる
1499980	1505180	はいで えっとそういう専門人材を残したまま
1505180	1517500	チャット gpt を使って回転率を上げるということをしなきゃいけないので その回転率が上がった空き時間でどうやってその水準を維持するのかって言う
1517500	1526300	こともなんかチャット gpt を絡めてやっていかなきゃいけないと思うんですけど そこがうまくできるかどうかですね
1526300	1531740	うーん 確かにまあでも
1531740	1537140	うーん 基本は変わらないんじゃないですかやっぱり基礎からやっていく
1537140	1550620	ことが大事なんじゃないかなと思いますけどね うーんそうですねまあのいろんな制約があって高等な技術を使った製品とかでも結局
1550620	1557980	んところは分解すると まあ回路だったらあの電磁気学になるわけですし
1557980	1562420	うーん なんていうか
1562420	1573980	そこを間時間で勉強しておいて基礎間時間で勉強しておいて まあそこに対してチャット gpt が変えたの提示した
1573980	1579500	結果がこういう意図を持って設計されていると判別できるようになる
1579500	1586660	って するべきなのかなと思いますねはい
1586660	1602300	単なる導入で生産性が上がったやったーで終わらせないことも一緒に考えつつ うまく導入していきたいんだと思うんですがまあ当たり前ですけど誰も答えを持ってないので
1602300	1611060	議論自体は各社ぜひ活発化して欲しいなと思いますけど 導入はもうちょっと先になるかもしれないなぁと思っている次第です
1611060	1618660	そうですね まあでもそれ言ってたら送りしちゃってそうそうそう
1618660	1622660	なりますねせつくはい
1622660	1633380	完全に理想論だけ言うとこういう技術に敏感でかつ専門スキルの高い人っていうの がまあ一社に一人や二人がいると思うんですよ
1633380	1643180	一組織一事業部はい一人二人いると思うんで その人たちにとりあえず使わせますとそのそれくらいの専門の人が
1643180	1653180	えっとハンドリングする分にはリスクは目をつぶりましょうと やっぱりリテラシーの専門性の低い人のその行動ツールの利用リスク
1653180	1660420	方が高いはずなので チャット gpt に使うんですよそのコンフィデンシャルの部分を伏せた別の行動に変換してから
1660420	1665140	質問すればいいわけだから そういった
1665140	1676740	活動をする人たちをも専門的にアサインしてその人たちが一旦 指針を書くこういうふうに使いましょうという指針を書いて
1676740	1688020	一旦それの周知でその指針を受け入れて使おうとなれる人だけとりあえず使う 使える状態にするはい使いましょうではなくてまず使える状態にする
1688020	1698140	はいはいで実際のちょっと利用者数だけはモニタリングしておいて 利用者数の増加とそのリスク発生率
1698140	1707860	顕在化率みたいなとかヒアリーハット率っていうのをちょっとまあどうやって広く 各組織で考えてもらうとして拾い上げてその率が
1707860	1718140	えっと 組織として起用できない割合を超えない程度に拡充していくっていう感じがまあ多分理想
1718140	1727580	まあ確かに堅実的な理想ですねとは思いますけど ハンコがでも遅いハンコが遅い
1727580	1740340	あの現実的な理想だけど遅いけどハンコが押されるかって言うとまた別の話で その自分はできるって言って実写に何人かいるかわかんない人の正規を誰が保証するんですかって
1740340	1746300	以上あの女装部判断しないといけないんですよね そうそうはい
1746300	1757780	でもそれが信用なかったらもう経営層と 社員の関係性がとか思っちゃうけどいやそれが信用できるんだったらだってあのネットワークの
1757780	1762700	努力なんて取らないでしょ そりゃそうだそりゃそうおっしゃる通りです
1762700	1765660	はいおりです
1766220	1775540	まあまあまあまあそういう意味でまあその 許容コストまあ金銭的なのが会社信用的なのかわかんないですけど
1775540	1784660	まあそこをやっぱり小規模 この隔離されたサンドボックス内であれば許容できるという状況を作るというのはまあ
1784660	1792940	確かに現実的な回だと思うので まあそれはだいぶアリなんじゃないかなと思いますけどねはい
1797940	1803220	そんな感じ AI がすごいよって話と
1803220	1810020	こういう政治の話もあるよという話したかった次第です
1810020	1815260	では2点目私の方から マニアビニュースさんの記事で
1815260	1825540	冷却剤漏れのソユーズ ms 22宇宙船無人で地球に帰還 船内温度は異常というタイトルの記事です
1825540	1836380	ロシア国営宇宙企業ロスコスモスは2023 3月28日無人のソユーズ ms 22宇宙船の地球への帰還に成功した
1836380	1844140	本来はサニーの宇宙飛行士を乗せて帰還する予定だったが 昨年末に冷却剤漏れ事故が続き
1844140	1851340	熱制御システムが故障 船内温度が異常上昇する危険があったことから無人での帰還となった
1851340	1859380	ロスコスモスは仮に人が乗っていれば船内温度は約50度にまで達していた可能性が あるとしている
1859380	1869020	このソユーズ ms 22は昨年9月21日ロスコスモのセルゲイ宇宙飛行士とドミトリー宇宙飛行士
1869020	1880340	ナサのフランク宇宙飛行士のサニーを乗せバイコヌール宇宙基地から打ち上げられた 当初は今年3月にこのサニーを乗せて地球に帰還する予定だったが
1880340	1892580	昨年12月に熱制御システムの冷却剤が漏れる事故が発生した 宇宙では熱の制御が難しく熱制御システムがなければ適切な温度に保つことはできない
1892580	1906260	そのためこの状態で宇宙飛行士が乗り込むと船内の温度と湿度が通常より上昇し 宇宙飛行士の健康や宇宙船の搭載機器に役影響を及ぼす危険性があることから
1906260	1915260	ロスコンストモスは友人での運用を断念した 一方でISSで行われた化学実験の成果物の回収のため
1915260	1921900	またトラブルの調査のために無人で機関車を試みることが決定された
1921900	1938220	ソユーズはMS-22は3月23日18時57分ISSから離脱 NASAによるとISSがより素早く離れるために通常よりもスラスターを早く動かしたという
1938220	1950500	通常のミッションではドッキング海上から着陸まで2.5時間かけているところ 今回は船内の加熱の危険性を最小限に抑えるため55分に短縮された
1950500	1964540	その結果ソユーズMS-22は無事に着陸したものの しかしロシアの地上完成艦は仮に人が乗っていたら船内温度はおそらく50度に達していたかもしれませんと語っている
1964540	1972020	またTASS通信によるとロスコンストモスで友人宇宙計画の責任者を務めるゼルゲイ氏は
1972020	1982580	着陸後の初期調査ではソユーズMS-22の温度条件は最悪のしないよりは良好であることを示していますと述べたという
1982580	1995500	今後機関カプセルを分析することでより詳細な温度などがわかるとしている なお今回の機関に立ち出し3月15日から16日にかけてロスコンストモの宇宙飛行士3人が
1995500	2004380	ソユーズMS-22に乗り込み熱制御システムが機能しない状態での飛行の試験が行われた
2004380	2017420	約5時間行われ船内の様々なシステムを起動し各部の高温への耐久性などを確認 また宇宙飛行士の安全のためあらかじめ船内温度や湿度に基準が設けられ
2017420	2028060	その数値を超えた場合には即座に試験を中止することとなっていた 詳細は明らかにされていないがNASAによると試験中に船内の温度が通常よりも上昇した
2028060	2034060	ことが確認されましたが耐えられるレベルでしたとしています
2034060	2042780	あとMS-22の登場員、もともと乗る人だった人たちはソユーズMS-23というのがこの前打ち上げられたので
2042780	2048220	まぁそちらに乗って帰ることが予定されていますとか そういうことが書かれています
2048220	2051260	はい以上です
2052260	2056060	最後の話はいいとして
2056060	2065180	冷却液が漏れたけど冷却機能が完全に死んでいたわけではなかったっていうのが最悪のシナリオからの回避ですかね
2065180	2069340	えーっと
2069340	2081820	なんと言いますかまぁこの場合の最悪のシナリオ というのはソユーズMS-22が燃え尽きるとかじゃないかな
2081820	2085740	と思いますね
2085740	2090700	えーとこれ出たところのその 外部からの
2090700	2099660	隕石がぶつかったかなんかで穴が開いたことによって本当に大気圏で底側からもう 熱が回り込んで
2099660	2105740	全部燃えちゃうってことですかね そうですねっていうのもありますし理論上はまあその
2105740	2114020	持つだろうと予想されて大気圏突入されましたけど何かしらの要因で想定以上の温度 がかかるとか
2114020	2121060	まああのスラスター部分がぶっ壊れて荒の方向に飛んでいくとか まあ大気圏突入だからないか
2121060	2130260	まあそういう予想外の事象が発生して回収できなくなるということはまあ想定はされて いたと思います
2131100	2141020	だから今回目的の場所にもつけたし 燃え尽きなかったことを考えると大部分の機能は生きててそのやっぱり冷却剤が漏れる
2141020	2149300	程度の小さい破損で済んでいたんだろう と思われるって言う状態かそうですねはい
2152700	2159900	まあ今回そういう状態にできたので 化学実験の成果物もちゃんと回収できそうだっていうことですかね
2159900	2168540	そうですねまあそういう意味では予想される中で最良の結果だったんじゃないかなと 個人的には思ってますね
2168540	2174060	はい まあ大事に至ることもなく
2174060	2181460	えっとまぁその 大気圏突入される前にある程度確認することはして
2181460	2192340	で大気圏突入が成功してサンプルというかまあそういう図自体が地上の 設備で確認することができるようになってきたなった
2192340	2202140	やはり ss 上で確認できることなんて高田が知れているので 物資の多い地上で確認できるならばぜひともしたかったと思うんですよね
2202140	2207780	それができるようになったというのはかなり大きな成果だったじゃないかなと思います
2208900	2218420	こうした起こしたって言い方があるな起きちゃった事故に対してのアクションがかなり的確で 上手いこと決着できたなっていう
2218420	2223100	そうですね 入って思いましょう
2225860	2234900	いや本当良かったですね次の計画もちゃんと動いて 人を少なくとも人の命にかかるようなものではなくなりましたし
2234900	2244700	そうですねはい状態ではなくなったねまあまあそれを言うと 潜在的な危険はまだ残ってるよねというところはあるんで
2244700	2253420	まあ安心はできないのはできないですけどあのまあ前 前回にも紹介前回だったかなだいぶ前に紹介しましたけどえっと
2253420	2260660	プログレスっていう補給船も同様に穴が開いたって事故が発生してて まああああ
2260660	2272100	おそらくおそらく原因は一緒でしょうまあ小隕石かなんかでしょうと 言われていますまあということはある一定の軌道通ったらそれがぶつかる確率が
2272100	2278700	まだ残っているわけで あのまあ明日にせっかく打ち上げた
2278700	2289140	すず ms 23に穴が開くという可能性もなきにしもあらず なるほどそっかそっかではあるんですよねその原因もわかってないしそれを防ぐ
2289140	2296580	ための何かの手を打ってているわけでも全くないから もう本当にお祈り状態になっているまあある意味そういうこと
2296580	2302180	はいですねはいなるほど でもそれは
2302180	2311660	でも本当にお祈り以外にできることあるんですか いや今回を降りてきたやつのその破損状況とかって調べたら
2311660	2320580	効果もっていう仮説ってもうちょっと進んだりするものかな まあするんじゃないですかねまぁ例えばその穴が開いた痕跡からどのくらいの質量の
2320580	2327020	方のくらいのスピードで当たったとか まあわかるでしょうからまあじゃあそれに耐えられる何がしかの
2327020	2334460	こうクッション材みたいなわからんですけど 冷却部だから難しいからまあ何かしらの対策を立てるとか
2334460	2344020	あるでしょうし まあどちらにしろを確認して原因を推定してみないことには話にはならないので
2344020	2352020	そういう意味では大きな一歩だったかなというところまだしか言えないのが現状なの かなと思いますね
2354140	2359060	やることは山盛りですねちょっとはい まあ
2359060	2365420	でもでもやっぱり 求めている中では最良の結果だったと思うんでこれからそうですねこれだけ
2365420	2369740	はい最良ですね本当に じゃんじゃんバリバリコスト
2369740	2378100	かけて調べてほしいですねはい あの h 3日本の h 3もそうですけど
2378100	2384100	普通にザラに半年とかからなんで 原因を確認して再現したりして
2384100	2389820	それの対策を出すのにまあそれで日本の今ロケットを打ち上げられなくなってます けど
2389820	2396620	まあそういう意味でも 早いとこう原因が確定するとありがたいですねという
2396620	2405300	ことですね そうですね原因がまあものすごく早くても評価系と再現性のシミュレーションとで3
2405300	2413900	ヶ月から6ヶ月そこから 次に飛ばすロケットの部品として設計し直して
2413900	2419500	追加して対策って実際に入るとなると まあ
2419500	2427340	かなり先になりそうなそうですねはい
2427340	2434900	あれかその原因が iss 自体に影響する可能性っていうのはゼロじゃないですかね
